Errol Spence,M,United States,USA,2012,London,Boxing,Boxing Men's Welterweight,No medal
Alfons (tavares-),M,United States,USA,1924,Paris,Boxing,Boxing Men's Welterweight,No medal
Fernando Vargas,M,United States,USA,1996,Atlanta,Boxing,Boxing Men's Welterweight,No medal
Mikaela Mayer,F,United States,USA,2016,Rio de Janeiro,Boxing,Boxing Women's Lightweight,No medal
Quanita Underwood,F,United States,USA,2012,London,Boxing,Boxing Women's Lightweight,No medal
George Byers,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Arnold Demos,M,United States,USA,1960,Roma,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Joseph Dronzek,M,United States,USA,1964,Tokyo,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
William Gates,M,United States,USA,1968,Mexico City,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Robert Graf,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
John Haas,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Malcolm Hickox,M,United States,USA,1968,Mexico City,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Nathan Johnson,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Wyatt Jones,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Frank Krick,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Charles Lyda,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Jordan Malloch,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Rodney Mclain,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Clarence Mcnutt,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Richard Moran,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Richard Moran,M,United States,USA,1960,Roma,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Roland Muhlen,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
James Jr.,M,United States,USA,1964,Tokyo,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
John Plankenhorn,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Gregory Steward,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Gregory Steward,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Andrs Tr,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Ronald Urick,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Andreas Weigand,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
John Haas,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",No medal
John Haas,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",No medal
Joseph Hasenfus,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",No medal
Walter Hasenfus,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",No medal
Frank Krick,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",No medal
Frank Krick,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",No medal
Stewart Carr,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal
Nathan Johnson,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal
Jordan Malloch,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal
Rodney Mclain,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal
Bruce Merritt,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal
Bruce Merritt,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal
Roland Muhlen,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal
James Terrell,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal
Andreas Weigand,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal
John Young,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal
Wayne Dickert,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Casey Eichfeld,M,United States,USA,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Casey Eichfeld,M,United States,USA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Jacob Haller,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Horace Jr.,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Eric Hurd,M,United States,USA,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Joseph Jacobi,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Jeffrey Larimer,M,United States,USA,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Devin Mcewan,M,United States,USA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Richard Powell,M,United States,USA,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Matthew Taylor,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Matthew Taylor,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
John Burton,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Thomas Southworth,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
John Evans,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Jacob Haller,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
James Mcewan,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Clayton Nichols,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Martin Mccormick,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Elliot Weintrob,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
Joseph Harper,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Joseph Hasenfus,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Frank Havens,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Frank Havens,M,United States,USA,1960,Roma,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
William Jr.,M,United States,USA,1948,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Jordan Malloch,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Bruce Merritt,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Bruce Merritt,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Angus Morrison,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
William Schuette,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Frederick Spaulding,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Andrs Tr,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Dennis Valkenburgh,M,United States,USA,1964,Tokyo,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Andreas Weigand,M,United States,USA,1968,Mexico City,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Frank Havens,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",No medal
Jordan Malloch,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal
Angus Morrison,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal
John Plankenhorn,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal
Frederick Spaulding,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal
James Terrell,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal
James Terrell,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal
Adam Clawson,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
Adam Clawson,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
Casey Eichfeld,M,United States,USA,2012,London,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
Casey Eichfeld,M,United States,USA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
Chris Jr.,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
Thomas Fraker,M,United States,USA,2008,Beijing,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
David Hearn,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
David Hearn,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
David Hearn,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
Jon Lugbill,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
Angus Morrison,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
Wickliffe Walker,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal
John Lysak,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",No medal
James O'rourke,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",No medal
Burr Folks,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres",No medal
Bruce Barton,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Gregory Barton,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Paul Beachem,M,United States,USA,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Norman Bellingham,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Philippe Boccara,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
John Iii,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Andrew Bussey,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Raymond Jr.,M,United States,USA,1948,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Russell Dermond,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Peter Deyo,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
John Jr.,M,United States,USA,1948,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
John Jr.,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Burr Folks,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Gert Grigoleit,M,United States,USA,1964,Tokyo,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Thomas Horton,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Olney Iii,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Cliff Meidl,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
John Mooney,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Peter Newton,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
John Pagkos,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Anthony Ralphs,M,United States,USA,1964,Tokyo,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Ernest Riedel,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Jeffrey Smoke,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Peter Weigand,M,United States,USA,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Carl White,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Alan Whitney,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Kenneth Wilson,M,United States,USA,1960,Roma,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
John Wolters,M,United States,USA,1960,Roma,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
John Anderson,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal
Paul Bochnewich,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal
Raymond Jr.,M,United States,USA,1948,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal
John Jr.,M,United States,USA,1948,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal
William Gaehler,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal
Edward Jr.,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal
William Lofgren,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal
Kenneth Wilson,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal
David Halpern,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Michael Harbold,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Michael Johnson,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Stein Jorgensen,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Olney Iii,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Olney Iii,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
George Leach,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
John Mooney,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Peter Newton,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Peter Newton,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Angel Medina,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Carl White,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Bartosz Wolski,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Rami Zur,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Curtis Bader,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Curtis Bader,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Neil Barlow,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Bruce Barton,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Norman Bellingham,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Philippe Boccara,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Lester Cutler,M,United States,USA,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Peter Deyo,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
David Gilman,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Mark Hamilton,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Mark Hamilton,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Michael Harbold,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Ernst Heincke,M,United States,USA,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Michael Herbert,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
William Jewell,M,United States,USA,1964,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Stein Jorgensen,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Stephen Kelly,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Stephen Kelly,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Olney Iii,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Olney Iii,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Mervil Larson,M,United States,USA,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Cliff Meidl,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
John Mooney,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Peter Newton,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Angel Medina,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
John Pickett,M,United States,USA,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Anthony Ralphs,M,United States,USA,1964,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Walter Iii,M,United States,USA,1964,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Philip Rogosheske,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Daniel Schnurrenberger,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
William Smoke,M,United States,USA,1964,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Christopher Spelius,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Brent Turner,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
John Dyke,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Jerome Welbourn,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Carl White,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Russell Dermond,M,United States,USA,1960,Roma,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,No medal
Charles Lundmark,M,United States,USA,1960,Roma,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,No medal
Robert O'brien,M,United States,USA,1960,Roma,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,No medal
John Pagkos,M,United States,USA,1960,Roma,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,No medal
Paul Beachem,M,United States,USA,1960,Roma,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Michael Budrock,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
David Gilman,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
John Glair,M,United States,USA,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Michael Harbold,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Thomas Horton,M,United States,USA,1948,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Benjamin Lewis,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
David Merwin,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Robert Ii,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Anthony Ralphs,M,United States,USA,1964,Tokyo,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Ernest Riedel,M,United States,USA,1936,Berlin,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Rami Zur,M,United States,USA,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Robert O'brien,M,United States,USA,1956,Melbourne,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",No medal
Ernest Riedel,M,United States,USA,1948,London,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",No medal
William Schuette,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",No medal
Tim Hornsby,M,United States,USA,2012,London,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",No medal
Norman Bellingham,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal
Michael Herbert,M,United States,USA,1988,Seoul,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal
Michael Herbert,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal
Stein Jorgensen,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal
Henry Krawczyk,M,United States,USA,1976,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal
Carl White,M,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal
Rami Zur,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal
Rami Zur,M,United States,USA,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal
Dwight Campbell,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Eric Evans,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Eric Giddens,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Brett Heyl,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
John Holland,M,United States,USA,1972,Munich,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Eric Jackson,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Scott Parsons,M,United States,USA,2004,Athina,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Scott Parsons,M,United States,USA,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Scott Parsons,M,United States,USA,2012,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Scott Shipley,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Scott Shipley,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Scott Shipley,M,United States,USA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Michal Smolen,M,United States,USA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Richard Weiss,M,United States,USA,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Richard Weiss,M,United States,USA,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
Kathryn Colin,F,United States,USA,2000,Sydney,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
Kathryn Colin,F,United States,USA,2004,Athina,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
Sheila (-doyle),F,United States,USA,1988,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
Shirley Dery-batlik,F,United States,USA,1984,Los Angeles,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
Mary Duchai,F,United States,USA,1960,Roma,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
DeAnne Hemmens,F,United States,USA,1996,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
Tamara (-christopherson),F,United States,USA,2000,Sydney,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
Diane (-smith),F,United States,USA,1960,Roma,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
Marcia Smoke,F,United States,USA,1968,Mexico City,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
