Country Code,Gender,Event,bronze,silver,gold,total athletes,prob_bronze,prob_silver,prob_gold,raw medals
TCH,M,CSL,1,3,8,129,0.007751937984496124,0.023255813953488372,0.06201550387596899,12
NOR,M,SAL,0,0,3,3,0.0,0.0,1.0,3
BRA,M,VBV,1,0,0,12,0.08333333333333333,0.0,0.0,1
PHI,M,CTR,0,0,0,27,0.0,0.0,0.0,0
FRA,F,ARC,2,0,0,33,0.06060606060606061,0.0,0.0,2
KAZ,M,TEN,0,0,0,6,0.0,0.0,0.0,0
AUT,M,SAL,0,0,0,3,0.0,0.0,0.0,0
GER,M,HBL,15,6,22,128,0.1171875,0.046875,0.171875,43
PHI,M,ART,0,0,0,2,0.0,0.0,0.0,0
IND,M,TEN,0,0,0,4,0.0,0.0,0.0,0
NCA,M,SHO,0,0,0,7,0.0,0.0,0.0,0
EST,M,BOX,0,1,0,4,0.0,0.25,0.0,1
ZIM,M,SHO,0,0,0,20,0.0,0.0,0.0,0
USA,M,VBV,0,0,0,4,0.0,0.0,0.0,0
DEN,M,SAL,0,0,0,6,0.0,0.0,0.0,0
ITA,M,SAL,0,0,0,3,0.0,0.0,0.0,0
CHI,F,FEN,0,0,0,3,0.0,0.0,0.0,0
GBR,M,SAL,0,0,3,3,0.0,0.0,1.0,3
PHI,F,ATH,0,0,0,40,0.0,0.0,0.0,0
RSA,F,CRD,0,0,0,3,0.0,0.0,0.0,0
HUN,M,TEN,0,0,0,4,0.0,0.0,0.0,0
BRA,M,SAL,0,0,0,3,0.0,0.0,0.0,0
BUR,F,JUD,0,0,0,3,0.0,0.0,0.0,0
TUR,F,WRF,0,0,0,8,0.0,0.0,0.0,0
EGY,F,DIV,0,0,0,5,0.0,0.0,0.0,0
CZE,F,JUD,0,0,0,5,0.0,0.0,0.0,0
GER,M,VBV,2,0,2,8,0.25,0.0,0.25,4
BOL,F,SWM,0,0,0,14,0.0,0.0,0.0,0
POR,M,SAL,0,0,0,4,0.0,0.0,0.0,0
IRL,F,DIV,0,0,0,1,0.0,0.0,0.0,0
SYR,F,WLF,0,0,0,1,0.0,0.0,0.0,0
RSA,M,EVE,0,0,0,3,0.0,0.0,0.0,0
CMR,M,CTR,0,0,0,28,0.0,0.0,0.0,0
PER,F,SWM,0,0,0,33,0.0,0.0,0.0,0
CIV,F,SWM,0,0,0,3,0.0,0.0,0.0,0
NOR,F,ART,0,0,0,2,0.0,0.0,0.0,0
BEL,F,CSP,0,0,0,4,0.0,0.0,0.0,0
MAR,M,BOX,3,0,0,83,0.03614457831325301,0.0,0.0,3
ALG,F,ROW,0,0,0,4,0.0,0.0,0.0,0
BUL,M,WLF,5,11,11,86,0.05813953488372093,0.12790697674418605,0.12790697674418605,27
FIN,F,SKB,0,0,0,1,0.0,0.0,0.0,0
ISR,M,GAR,0,0,1,58,0.0,0.0,0.017241379310344827,1
GUA,F,WLF,0,0,0,2,0.0,0.0,0.0,0
TKM,M,BOX,0,0,0,7,0.0,0.0,0.0,0
LAT,F,SAL,0,0,0,6,0.0,0.0,0.0,0
BUL,M,DIV,0,0,0,4,0.0,0.0,0.0,0
IRI,M,CSP,0,0,0,1,0.0,0.0,0.0,0
SWE,F,SAL,1,2,0,28,0.03571428571428571,0.07142857142857142,0.0,3
SAM,M,ATH,0,0,0,11,0.0,0.0,0.0,0
AUS,M,TTE,0,0,0,4,0.0,0.0,0.0,0
EGY,F,SWM,0,0,0,22,0.0,0.0,0.0,0
PHI,M,SWM,1,0,0,159,0.006289308176100629,0.0,0.0,1
IRL,F,SWM,0,0,0,68,0.0,0.0,0.0,0
BLR,M,BOX,0,2,0,26,0.0,0.07692307692307693,0.0,2
FRA,F,CSL,1,1,0,55,0.01818181818181818,0.01818181818181818,0.0,2
EGY,M,ARC,0,0,0,8,0.0,0.0,0.0,0
RUS,M,TRI,0,0,0,14,0.0,0.0,0.0,0
BEL,M,SAL,0,0,0,6,0.0,0.0,0.0,0
KOR,F,SWA,0,0,0,11,0.0,0.0,0.0,0
NED,F,EVE,0,1,0,1,0.0,1.0,0.0,1
RSA,F,EVE,0,0,0,3,0.0,0.0,0.0,0
CZE,F,SWM,0,0,0,74,0.0,0.0,0.0,0
FIJ,F,RU7,8,0,0,26,0.3076923076923077,0.0,0.0,8
UZB,M,ATH,0,0,0,45,0.0,0.0,0.0,0
IRL,M,EVE,0,0,0,139,0.0,0.0,0.0,0
URU,M,SAL,0,0,0,3,0.0,0.0,0.0,0
BUL,F,TTE,0,0,0,3,0.0,0.0,0.0,0
NOR,M,SAL,0,0,5,5,0.0,0.0,1.0,5
SYR,M,BOX,1,0,0,19,0.05263157894736842,0.0,0.0,1
AUT,M,TEN,0,0,0,27,0.0,0.0,0.0,0
AUS,M,CLB,0,0,0,1,0.0,0.0,0.0,0
ROU,M,GAR,4,2,0,638,0.006269592476489028,0.003134796238244514,0.0,6
NED,M,EJP,1,0,0,8,0.125,0.0,0.0,1
BUR,F,SWM,0,0,0,4,0.0,0.0,0.0,0
GUM,M,CTR,0,0,0,16,0.0,0.0,0.0,0
SWE,M,GLF,0,1,0,4,0.0,0.25,0.0,1
IRI,F,ROW,0,0,0,4,0.0,0.0,0.0,0
BRA,M,TEN,0,0,0,4,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
FRG,F,DIV,0,0,0,17,0.0,0.0,0.0,0
JOR,M,EVE,0,0,0,3,0.0,0.0,0.0,0
GER,M,WPO,0,12,8,123,0.0,0.0975609756097561,0.06504065040650407,20
CIV,F,JUD,0,0,0,5,0.0,0.0,0.0,0
GBR,M,POL,0,0,5,5,0.0,0.0,1.0,5
YMD,M,BOX,0,0,0,2,0.0,0.0,0.0,0
SUI,F,SWA,0,0,0,25,0.0,0.0,0.0,0
NZL,F,GLF,1,1,0,2,0.5,0.5,0.0,2
BEL,F,TEN,0,0,0,1,0.0,0.0,0.0,0
YUG,F,GRY,0,0,0,4,0.0,0.0,0.0,0
COL,F,CRD,0,0,0,1,0.0,0.0,0.0,0
JPN,F,MTB,0,0,0,1,0.0,0.0,0.0,0
USA,M,TEN,0,1,3,15,0.0,0.06666666666666667,0.2,4
ESP,M,EJP,0,0,0,1,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
GBR,F,ROW,1,9,4,187,0.0053475935828877,0.0481283422459893,0.0213903743315508,14
SUI,M,FSK,0,0,0,1,0.0,0.0,0.0,0
EGY,F,JUD,0,0,0,5,0.0,0.0,0.0,0
YUG,F,FEN,0,0,0,3,0.0,0.0,0.0,0
POL,M,BK3,0,0,0,4,0.0,0.0,0.0,0
BOH,M,TEN,3,0,0,20,0.15,0.0,0.0,3
COL,F,EVE,0,0,0,1,0.0,0.0,0.0,0
FIN,M,TTE,0,0,0,1,0.0,0.0,0.0,0
HAI,M,JUD,0,0,0,12,0.0,0.0,0.0,0
SUR,M,BDM,0,0,0,4,0.0,0.0,0.0,0
BUL,M,BKB,0,0,0,49,0.0,0.0,0.0,0
FRG,F,SWM,19,4,0,155,0.12258064516129032,0.025806451612903226,0.0,23
ARG,F,CSL,0,0,0,10,0.0,0.0,0.0,0
SWE,M,SAL,0,0,0,4,0.0,0.0,0.0,0
PLW,M,SWM,0,0,0,3,0.0,0.0,0.0,0
CRC,F,SHO,0,0,0,2,0.0,0.0,0.0,0
BUR,M,FEN,0,0,0,1,0.0,0.0,0.0,0
FIN,M,FEN,0,0,0,55,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
SUI,M,CTR,4,8,1,261,0.01532567049808429,0.03065134099616858,0.0038314176245210726,13
CRO,M,EVE,0,0,0,2,0.0,0.0,0.0,0
CHI,M,CTR,0,0,0,85,0.0,0.0,0.0,0
BUL,F,CTR,0,0,0,1,0.0,0.0,0.0,0
SUI,M,ART,0,4,3,153,0.0,0.026143790849673203,0.0196078431372549,7
LES,M,CTR,0,0,0,1,0.0,0.0,0.0,0
KAZ,F,TEN,0,0,0,12,0.0,0.0,0.0,0
FRA,M,SAL,0,2,0,2,0.0,1.0,0.0,2
ECU,F,TTE,0,0,0,1,0.0,0.0,0.0,0
IRL,F,JUD,0,0,0,2,0.0,0.0,0.0,0
LCA,M,SWM,0,0,0,3,0.0,0.0,0.0,0
ARG,M,SRF,0,0,0,1,0.0,0.0,0.0,0
GUM,M,SWM,0,0,0,36,0.0,0.0,0.0,0
ARM,M,SHO,0,0,0,9,0.0,0.0,0.0,0
TCH,F,JUD,0,0,0,1,0.0,0.0,0.0,0
POR,M,GLF,0,0,0,2,0.0,0.0,0.0,0
GRN,M,ATH,0,0,1,27,0.0,0.0,0.037037037037037035,1
MLT,M,SAL,0,0,2,4,0.0,0.0,0.5,2
LIE,M,SHO,0,0,0,16,0.0,0.0,0.0,0
LAT,M,BOX,0,0,0,3,0.0,0.0,0.0,0
TUR,F,KTE,1,0,0,4,0.25,0.0,0.0,1
ASA,M,BOX,0,0,0,5,0.0,0.0,0.0,0
IOA,M,TEN,0,0,0,1,0.0,0.0,0.0,0
THA,F,ROW,0,0,0,4,0.0,0.0,0.0,0
IRI,M,ATH,0,0,0,56,0.0,0.0,0.0,0
TGA,M,ATH,0,0,0,13,0.0,0.0,0.0,0
GBR,M,SAL,0,0,0,3,0.0,0.0,0.0,0
ITA,M,VVO,19,21,0,144,0.13194444444444445,0.14583333333333334,0.0,40
USA,M,TEN,0,0,0,2,0.0,0.0,0.0,0
AUS,M,HOC,44,37,12,255,0.17254901960784313,0.1450980392156863,0.047058823529411764,93
CAN,F,GTR,1,0,0,10,0.1,0.0,0.0,1
SAM,M,CSP,0,0,0,6,0.0,0.0,0.0,0
CIV,M,FBL,0,0,0,21,0.0,0.0,0.0,0
TGA,F,SWM,0,0,0,2,0.0,0.0,0.0,0
CZE,M,CRD,0,0,0,4,0.0,0.0,0.0,0
VIE,M,BDM,0,0,0,4,0.0,0.0,0.0,0
SRB,F,JUD,0,0,0,3,0.0,0.0,0.0,0
LTU,F,GAR,0,0,0,15,0.0,0.0,0.0,0
MEX,M,CRD,0,0,0,1,0.0,0.0,0.0,0
HON,M,ROW,0,0,0,1,0.0,0.0,0.0,0
RUS,M,SAL,0,0,0,5,0.0,0.0,0.0,0
MRI,M,WLF,0,0,0,5,0.0,0.0,0.0,0
HUN,M,TRI,0,0,0,8,0.0,0.0,0.0,0
UGA,M,BDM,0,0,0,2,0.0,0.0,0.0,0
USA,M,TEN,3,3,5,84,0.03571428571428571,0.03571428571428571,0.05952380952380952,11
CIV,M,ARC,0,0,0,2,0.0,0.0,0.0,0
NZL,M,TTE,0,0,0,8,0.0,0.0,0.0,0
ECU,F,BMX,0,0,0,1,0.0,0.0,0.0,0
RUS,F,SAL,3,0,0,25,0.12,0.0,0.0,3
NZL,M,FEN,0,0,0,7,0.0,0.0,0.0,0
POL,F,TEN,0,0,0,22,0.0,0.0,0.0,0
POR,F,OWS,0,0,0,1,0.0,0.0,0.0,0
CHI,M,SWM,0,0,0,21,0.0,0.0,0.0,0
FRA,M,MTB,0,0,0,2,0.0,0.0,0.0,0
GER,M,TEN,0,0,0,5,0.0,0.0,0.0,0
SUI,M,SWM,3,0,0,160,0.01875,0.0,0.0,3
AFG,M,JUD,0,0,0,2,0.0,0.0,0.0,0
FIN,M,SAL,7,0,0,7,1.0,0.0,0.0,7
BIH,F,SWM,0,0,0,6,0.0,0.0,0.0,0
MNE,F,SHO,0,0,0,1,0.0,0.0,0.0,0
ROU,M,ARC,0,0,0,3,0.0,0.0,0.0,0
TUN,F,FEN,0,0,0,20,0.0,0.0,0.0,0
SWE,M,SAL,3,0,0,3,1.0,0.0,0.0,3
AZE,F,JUD,1,0,0,7,0.14285714285714285,0.0,0.0,1
VEN,F,BOX,0,0,0,2,0.0,0.0,0.0,0
IRI,F,KTE,0,0,0,2,0.0,0.0,0.0,0
EGY,M,HOC,0,0,0,32,0.0,0.0,0.0,0
RSA,M,CRD,0,0,0,4,0.0,0.0,0.0,0
FRA,M,ART,5,3,5,323,0.015479876160990712,0.009287925696594427,0.015479876160990712,13
SRB,M,CSP,0,0,0,3,0.0,0.0,0.0,0
SEY,M,ATH,0,0,0,35,0.0,0.0,0.0,0
FRA,M,CTR,41,23,52,616,0.06655844155844155,0.037337662337662336,0.08441558441558442,116
POR,M,ATH,1,1,1,226,0.004424778761061947,0.004424778761061947,0.004424778761061947,3
HUN,M,WPO,27,17,44,265,0.1018867924528302,0.06415094339622641,0.1660377358490566,88
ASA,M,WRF,0,0,0,2,0.0,0.0,0.0,0
BRA,F,SKB,0,1,0,6,0.0,0.16666666666666666,0.0,1
LAT,M,WRF,0,1,0,16,0.0,0.0625,0.0,1
BOL,M,EVE,0,0,0,3,0.0,0.0,0.0,0
AUS,F,TKW,0,0,1,13,0.0,0.0,0.07692307692307693,1
NED,F,GTR,0,0,0,2,0.0,0.0,0.0,0
USA,F,VBV,0,0,0,2,0.0,0.0,0.0,0
NGR,M,TEN,0,0,0,6,0.0,0.0,0.0,0
TCH,F,TEN,1,2,0,11,0.09090909090909091,0.18181818181818182,0.0,3
FRA,M,FSK,0,0,0,1,0.0,0.0,0.0,0
FIJ,M,SAL,0,0,0,21,0.0,0.0,0.0,0
BLR,F,ROW,9,0,1,39,0.23076923076923078,0.0,0.02564102564102564,10
PUR,F,DIV,0,0,0,5,0.0,0.0,0.0,0
UKR,M,SAL,0,0,2,35,0.0,0.0,0.05714285714285714,2
CAN,M,SAL,0,0,0,2,0.0,0.0,0.0,0
BRN,M,CTR,0,0,0,7,0.0,0.0,0.0,0
NOR,M,VBV,0,0,0,4,0.0,0.0,0.0,0
IRL,M,FBL,0,0,0,23,0.0,0.0,0.0,0
GER,F,CSP,0,0,0,14,0.0,0.0,0.0,0
ESP,M,JUD,0,0,0,44,0.0,0.0,0.0,0
POL,F,JUD,0,1,0,25,0.0,0.04,0.0,1
THA,M,SHO,0,0,0,94,0.0,0.0,0.0,0
POR,M,SAL,0,0,0,2,0.0,0.0,0.0,0
PHI,F,TTE,0,0,0,1,0.0,0.0,0.0,0
ARG,F,TRI,0,0,0,2,0.0,0.0,0.0,0
ARG,M,POL,0,0,9,9,0.0,0.0,1.0,9
URS,M,HBL,5,6,24,114,0.043859649122807015,0.05263157894736842,0.21052631578947367,35
JPN,F,HBL,0,0,0,28,0.0,0.0,0.0,0
ITA,M,SAL,6,0,0,141,0.0425531914893617,0.0,0.0,6
KOR,M,SWM,0,0,0,119,0.0,0.0,0.0,0
DOM,M,SWM,0,0,0,6,0.0,0.0,0.0,0
VEN,M,JUD,0,0,0,25,0.0,0.0,0.0,0
SRB,F,TEN,0,0,0,13,0.0,0.0,0.0,0
AUS,M,RU7,0,0,0,26,0.0,0.0,0.0,0
EUN,M,WPO,13,0,0,13,1.0,0.0,0.0,13
BAR,M,DIV,0,0,0,1,0.0,0.0,0.0,0
ARG,M,SAL,0,0,0,2,0.0,0.0,0.0,0
NED,M,JUD,4,0,3,61,0.06557377049180328,0.0,0.04918032786885246,7
FRA,M,SAL,0,0,0,4,0.0,0.0,0.0,0
TLS,M,ATH,0,0,0,1,0.0,0.0,0.0,0
JPN,F,BDM,0,0,0,2,0.0,0.0,0.0,0
PUR,F,SWM,0,0,0,62,0.0,0.0,0.0,0
BAR,M,WLF,0,0,0,2,0.0,0.0,0.0,0
SYR,M,WRF,0,1,0,38,0.0,0.02631578947368421,0.0,1
HON,M,WLF,0,0,0,3,0.0,0.0,0.0,0
YUG,M,HBL,11,0,22,71,0.15492957746478872,0.0,0.30985915492957744,33
GRE,F,GAR,0,0,0,75,0.0,0.0,0.0,0
THA,M,SAL,0,0,0,20,0.0,0.0,0.0,0
USA,F,CSP,0,0,1,1,0.0,0.0,1.0,1
UKR,F,WLF,2,0,0,18,0.1111111111111111,0.0,0.0,2
CHN,M,TTE,2,3,9,37,0.05405405405405406,0.08108108108108109,0.24324324324324326,14
CRC,M,BOX,0,0,0,3,0.0,0.0,0.0,0
CHI,M,MTB,0,0,0,1,0.0,0.0,0.0,0
FRA,M,SWM,12,10,7,560,0.02142857142857143,0.017857142857142856,0.0125,29
NOR,M,SAL,0,0,5,5,0.0,0.0,1.0,5
SUI,M,MTB,0,1,0,3,0.0,0.3333333333333333,0.0,1
SLO,F,CLB,0,0,1,2,0.0,0.0,0.5,1
CHN,M,FEN,0,2,1,146,0.0,0.0136986301369863,0.00684931506849315,3
KAZ,M,MPN,0,0,1,6,0.0,0.0,0.16666666666666666,1
SWE,M,ATH,43,25,23,903,0.047619047619047616,0.02768549280177187,0.02547065337763012,91
BRN,M,SWM,0,0,0,8,0.0,0.0,0.0,0
RUS,F,VBV,0,0,0,6,0.0,0.0,0.0,0
FIJ,F,JUD,0,0,0,6,0.0,0.0,0.0,0
TPE,M,MPN,0,0,0,3,0.0,0.0,0.0,0
NED,M,SAL,0,0,0,2,0.0,0.0,0.0,0
ITA,M,SHO,7,5,6,314,0.022292993630573247,0.01592356687898089,0.01910828025477707,18
ITA,F,WLF,0,0,0,5,0.0,0.0,0.0,0
TCH,M,BKB,0,0,0,87,0.0,0.0,0.0,0
CRO,F,ATH,0,0,2,30,0.0,0.0,0.06666666666666667,2
PAK,M,TTE,0,0,0,1,0.0,0.0,0.0,0
GAB,M,JUD,0,0,0,3,0.0,0.0,0.0,0
UKR,F,TEN,0,0,0,4,0.0,0.0,0.0,0
BER,F,TRI,0,0,0,4,0.0,0.0,0.0,0
IRL,F,TEN,0,0,0,4,0.0,0.0,0.0,0
CAF,F,BOX,0,0,0,1,0.0,0.0,0.0,0
NOR,M,SAL,0,0,2,2,0.0,0.0,1.0,2
ITA,M,SAL,0,0,0,5,0.0,0.0,0.0,0
KAZ,F,JUD,1,0,0,17,0.058823529411764705,0.0,0.0,1
RSA,F,SHO,0,0,0,2,0.0,0.0,0.0,0
IND,F,BOX,2,0,0,5,0.4,0.0,0.0,2
PER,M,CRD,0,0,0,1,0.0,0.0,0.0,0
FIJ,M,SHO,0,0,0,4,0.0,0.0,0.0,0
GER,M,TRI,0,1,1,15,0.0,0.06666666666666667,0.06666666666666667,2
DOM,M,CTR,0,0,0,1,0.0,0.0,0.0,0
LUX,F,ART,0,0,0,1,0.0,0.0,0.0,0
UKR,M,SHO,0,0,2,73,0.0,0.0,0.0273972602739726,2
ANG,M,ATH,0,0,0,21,0.0,0.0,0.0,0
SUI,M,SAL,3,0,0,3,1.0,0.0,0.0,3
GUA,M,CRD,0,0,0,1,0.0,0.0,0.0,0
LIE,F,SWA,0,0,0,2,0.0,0.0,0.0,0
KOR,M,CTR,0,0,0,91,0.0,0.0,0.0,0
CUB,F,WLF,0,0,0,4,0.0,0.0,0.0,0
PAR,M,ROW,0,0,0,2,0.0,0.0,0.0,0
EGY,F,TEN,0,0,0,1,0.0,0.0,0.0,0
GAM,F,ATH,0,0,0,2,0.0,0.0,0.0,0
CMR,F,WRF,0,0,0,6,0.0,0.0,0.0,0
JPN,F,GRY,0,0,0,40,0.0,0.0,0.0,0
AUT,M,ATH,1,0,0,227,0.004405286343612335,0.0,0.0,1
NED,M,VBV,2,0,0,4,0.5,0.0,0.0,2
ZAM,F,FBL,0,0,0,22,0.0,0.0,0.0,0
NBO,M,ATH,0,0,0,2,0.0,0.0,0.0,0
CAN,M,SWM,15,11,5,534,0.028089887640449437,0.020599250936329586,0.009363295880149813,31
UZB,M,TEN,0,0,0,5,0.0,0.0,0.0,0
USA,M,GAR,0,0,0,6,0.0,0.0,0.0,0
HON,M,JUD,0,0,0,5,0.0,0.0,0.0,0
SUD,M,BOX,0,0,0,20,0.0,0.0,0.0,0
JPN,F,VVO,19,17,21,152,0.125,0.1118421052631579,0.13815789473684212,57
KAZ,M,CSP,0,0,0,3,0.0,0.0,0.0,0
ISL,M,WPO,0,0,0,8,0.0,0.0,0.0,0
RSA,F,ROW,0,0,0,13,0.0,0.0,0.0,0
ALG,M,BOX,4,0,0,74,0.05405405405405406,0.0,0.0,4
THA,M,FBL,0,0,0,28,0.0,0.0,0.0,0
CRO,M,SHO,0,0,1,26,0.0,0.0,0.038461538461538464,1
SLO,F,CTR,0,0,0,7,0.0,0.0,0.0,0
SWE,M,SAL,2,0,0,2,1.0,0.0,0.0,2
FIN,F,CTR,0,0,0,14,0.0,0.0,0.0,0
VIE,F,ATH,0,0,0,18,0.0,0.0,0.0,0
GRE,M,SAL,0,0,0,2,0.0,0.0,0.0,0
PUR,F,GLF,0,0,0,1,0.0,0.0,0.0,0
IRL,M,SHO,0,0,0,25,0.0,0.0,0.0,0
SUI,F,VBV,2,0,0,10,0.2,0.0,0.0,2
BOH,M,ATH,0,1,0,39,0.0,0.02564102564102564,0.0,1
NED,M,SAL,0,0,0,3,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
SLO,F,TTE,0,0,0,1,0.0,0.0,0.0,0
BAN,F,ARC,0,0,0,3,0.0,0.0,0.0,0
JOR,M,SHO,0,0,0,16,0.0,0.0,0.0,0
USA,F,TKW,3,1,1,11,0.2727272727272727,0.09090909090909091,0.09090909090909091,5
CAN,F,BOX,0,0,0,7,0.0,0.0,0.0,0
NAM,F,MTB,0,0,0,1,0.0,0.0,0.0,0
MGL,F,ATH,0,0,0,12,0.0,0.0,0.0,0
BRA,M,SWM,10,1,1,418,0.023923444976076555,0.0023923444976076554,0.0023923444976076554,12
FRA,M,ROW,0,0,0,19,0.0,0.0,0.0,0
PNG,M,BOX,0,0,0,16,0.0,0.0,0.0,0
LTU,M,WRF,0,0,0,17,0.0,0.0,0.0,0
BRA,F,ATH,0,0,0,183,0.0,0.0,0.0,0
JPN,F,FEN,0,0,0,71,0.0,0.0,0.0,0
LUX,F,ATH,0,0,0,7,0.0,0.0,0.0,0
GBR,M,SAL,0,0,0,3,0.0,0.0,0.0,0
TUR,F,SHO,0,0,0,4,0.0,0.0,0.0,0
YUG,M,CSL,0,0,0,2,0.0,0.0,0.0,0
FRA,F,OWS,0,0,0,1,0.0,0.0,0.0,0
CUB,F,BKB,0,0,0,48,0.0,0.0,0.0,0
NOR,M,ARC,0,0,0,15,0.0,0.0,0.0,0
GBR,M,TTE,0,0,0,21,0.0,0.0,0.0,0
ESP,F,GAR,1,0,0,321,0.003115264797507788,0.0,0.0,1
COM,F,SWM,0,0,0,2,0.0,0.0,0.0,0
JPN,M,TRI,0,0,0,14,0.0,0.0,0.0,0
CAN,M,ART,0,1,0,77,0.0,0.012987012987012988,0.0,1
BEL,M,GAR,24,23,0,105,0.22857142857142856,0.21904761904761905,0.0,47
AUT,F,HOC,0,0,0,14,0.0,0.0,0.0,0
ALB,F,WLF,0,0,0,3,0.0,0.0,0.0,0
FIJ,M,FBL,0,0,0,16,0.0,0.0,0.0,0
CAN,M,CTR,4,2,0,252,0.015873015873015872,0.007936507936507936,0.0,6
SVK,M,ARC,0,0,0,1,0.0,0.0,0.0,0
RHO,M,ATH,0,0,0,4,0.0,0.0,0.0,0
GBR,M,FEN,0,11,0,488,0.0,0.022540983606557378,0.0,11
GER,F,TKW,0,0,0,6,0.0,0.0,0.0,0
SRI,M,ATH,0,1,0,45,0.0,0.022222222222222223,0.0,1
ARM,F,SWM,0,0,0,5,0.0,0.0,0.0,0
IRL,M,SAL,0,0,0,65,0.0,0.0,0.0,0
DOM,F,VVO,0,0,0,36,0.0,0.0,0.0,0
NOR,F,CTR,0,0,0,32,0.0,0.0,0.0,0
BER,M,SAL,0,0,0,3,0.0,0.0,0.0,0
IOA,M,ATH,0,0,0,9,0.0,0.0,0.0,0
PRK,F,WLF,2,3,1,14,0.14285714285714285,0.21428571428571427,0.07142857142857142,6
NOR,M,SAL,0,4,0,4,0.0,1.0,0.0,4
GER,M,ROW,0,0,0,9,0.0,0.0,0.0,0
AUS,M,BMX,0,0,0,1,0.0,0.0,0.0,0
GBR,M,CKT,0,0,12,12,0.0,0.0,1.0,12
NOC,Sex,CKT,0,0,0,1,0.0,0.0,0.0,0
JPN,F,EVE,0,0,0,1,0.0,0.0,0.0,0
ITA,M,FBL,26,0,14,240,0.10833333333333334,0.0,0.058333333333333334,40
SEN,F,FEN,0,0,0,3,0.0,0.0,0.0,0
ITA,F,BKB,0,0,0,36,0.0,0.0,0.0,0
OMA,F,ATH,0,0,0,4,0.0,0.0,0.0,0
ESP,M,DIV,0,0,0,25,0.0,0.0,0.0,0
LIE,M,EVE,0,0,0,1,0.0,0.0,0.0,0
NGR,F,SWM,0,0,0,7,0.0,0.0,0.0,0
ESP,M,WLF,0,0,0,31,0.0,0.0,0.0,0
ARM,F,DIV,0,0,0,1,0.0,0.0,0.0,0
CHN,F,GAR,15,6,9,303,0.04950495049504951,0.019801980198019802,0.0297029702970297,30
CHN,M,BDM,3,1,1,18,0.16666666666666666,0.05555555555555555,0.05555555555555555,5
JPN,F,VBV,0,0,0,4,0.0,0.0,0.0,0
NOR,M,SAL,0,0,0,4,0.0,0.0,0.0,0
VEN,M,WLF,1,2,0,20,0.05,0.1,0.0,3
COD,F,TKW,0,0,0,1,0.0,0.0,0.0,0
FIN,M,SAL,0,0,0,3,0.0,0.0,0.0,0
NED,M,WLF,1,0,0,24,0.041666666666666664,0.0,0.0,1
VEN,M,DIV,0,0,0,16,0.0,0.0,0.0,0
USA,M,ATH,142,188,310,2426,0.0585325638911789,0.07749381698268755,0.12778235779060182,640
NED,M,DIV,0,0,0,13,0.0,0.0,0.0,0
BAR,M,JUD,0,0,0,5,0.0,0.0,0.0,0
MON,M,TRI,0,0,0,1,0.0,0.0,0.0,0
EUN,F,TEN,2,0,0,5,0.4,0.0,0.0,2
UKR,F,BKB,0,0,0,12,0.0,0.0,0.0,0
AUS,F,CSP,0,0,0,14,0.0,0.0,0.0,0
MKD,M,ATH,0,0,0,5,0.0,0.0,0.0,0
DEN,M,BDM,0,0,0,14,0.0,0.0,0.0,0
DEN,F,GAR,0,0,0,5,0.0,0.0,0.0,0
ECU,M,WRF,0,0,0,7,0.0,0.0,0.0,0
LAO,F,SWM,0,0,0,4,0.0,0.0,0.0,0
COD,M,JUD,0,0,0,9,0.0,0.0,0.0,0
BRA,M,CTR,0,0,0,79,0.0,0.0,0.0,0
BRA,M,ART,0,0,0,1,0.0,0.0,0.0,0
BLR,F,SHO,0,0,0,33,0.0,0.0,0.0,0
CRO,M,SAL,0,1,0,42,0.0,0.023809523809523808,0.0,1
SLE,M,CTR,0,0,0,1,0.0,0.0,0.0,0
SWE,M,ROW,0,0,0,5,0.0,0.0,0.0,0
HKG,F,TTE,0,0,0,2,0.0,0.0,0.0,0
SWE,M,ROW,0,5,0,5,0.0,1.0,0.0,5
TTO,F,CRD,0,0,0,1,0.0,0.0,0.0,0
TKM,F,WLF,0,1,0,3,0.0,0.3333333333333333,0.0,1
SUI,F,SAL,0,0,0,15,0.0,0.0,0.0,0
POR,M,TEN,0,0,0,16,0.0,0.0,0.0,0
FRA,M,CSL,0,0,0,4,0.0,0.0,0.0,0
UKR,F,BDM,0,0,0,12,0.0,0.0,0.0,0
BRA,M,MTB,0,0,0,2,0.0,0.0,0.0,0
THA,M,EVE,0,0,0,5,0.0,0.0,0.0,0
IND,M,WPO,0,0,0,19,0.0,0.0,0.0,0
ARU,M,SAL,0,0,0,2,0.0,0.0,0.0,0
NZL,F,SWM,1,0,0,155,0.0064516129032258064,0.0,0.0,1
EST,M,FEN,0,0,0,18,0.0,0.0,0.0,0
NGR,M,ATH,8,2,3,254,0.031496062992125984,0.007874015748031496,0.011811023622047244,13
FRA,F,BK3,0,0,0,4,0.0,0.0,0.0,0
LIB,F,ATH,0,0,0,8,0.0,0.0,0.0,0
ITA,F,BDM,0,0,0,3,0.0,0.0,0.0,0
PAR,M,JUD,0,0,0,5,0.0,0.0,0.0,0
HUN,F,TTE,0,0,0,32,0.0,0.0,0.0,0
