Country Code,Gender,Event,bronze,silver,gold,total athletes,prob_bronze,prob_silver,prob_gold,raw medals
SLO,F,TEN,0,0,0,2,0.0,0.0,0.0,0
GBR,M,SAL,0,0,0,2,0.0,0.0,0.0,0
TPE,F,ARC,2,0,0,57,0.03508771929824561,0.0,0.0,2
KOR,F,SAL,0,0,0,4,0.0,0.0,0.0,0
ITA,F,TEN,0,0,0,7,0.0,0.0,0.0,0
TPE,M,GLF,0,0,0,3,0.0,0.0,0.0,0
LUX,F,CTR,0,0,0,4,0.0,0.0,0.0,0
BRA,F,CTR,0,0,0,16,0.0,0.0,0.0,0
IRL,F,GLF,0,0,0,4,0.0,0.0,0.0,0
GBR,M,PBT,0,0,0,6,0.0,0.0,0.0,0
EUN,F,SWM,0,0,0,28,0.0,0.0,0.0,0
UGA,M,CTR,0,0,0,2,0.0,0.0,0.0,0
UAE,F,SWM,0,0,0,1,0.0,0.0,0.0,0
BLR,F,EVE,0,0,0,4,0.0,0.0,0.0,0
TJK,M,SHO,0,0,0,4,0.0,0.0,0.0,0
COM,M,ATH,0,0,0,9,0.0,0.0,0.0,0
ISL,F,SWM,0,0,0,65,0.0,0.0,0.0,0
GBR,M,SAL,0,0,0,5,0.0,0.0,0.0,0
LAT,M,TTE,0,0,0,1,0.0,0.0,0.0,0
SWE,F,SWA,0,0,0,1,0.0,0.0,0.0,0
CZE,M,SAL,0,0,0,14,0.0,0.0,0.0,0
UZB,M,MPN,0,0,0,1,0.0,0.0,0.0,0
AUS,M,SAL,0,0,0,2,0.0,0.0,0.0,0
SUR,M,SWM,1,0,1,21,0.047619047619047616,0.0,0.047619047619047616,2
VIE,M,CTR,0,0,0,1,0.0,0.0,0.0,0
USA,F,VBV,1,0,5,12,0.08333333333333333,0.0,0.4166666666666667,6
JOR,M,KTE,0,0,0,1,0.0,0.0,0.0,0
MEX,M,SAL,0,0,0,43,0.0,0.0,0.0,0
SWE,M,VBV,0,0,0,6,0.0,0.0,0.0,0
GBR,M,SAL,0,0,0,3,0.0,0.0,0.0,0
CAF,F,TKW,0,0,0,1,0.0,0.0,0.0,0
GHA,M,WLF,0,0,0,2,0.0,0.0,0.0,0
FRG,M,SHO,0,0,1,67,0.0,0.0,0.014925373134328358,1
GUA,M,SHO,0,0,0,52,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,5,0.0,0.0,0.0,0
VEN,M,TKW,0,0,0,5,0.0,0.0,0.0,0
NED,M,TKW,0,0,0,3,0.0,0.0,0.0,0
LES,F,TKW,0,0,0,2,0.0,0.0,0.0,0
MEX,F,EDR,0,0,0,1,0.0,0.0,0.0,0
UKR,M,CRD,0,0,0,1,0.0,0.0,0.0,0
FRA,F,TEN,0,0,0,1,0.0,0.0,0.0,0
WIF,M,ATH,0,0,0,12,0.0,0.0,0.0,0
AUT,F,TRI,0,0,0,12,0.0,0.0,0.0,0
THA,M,BDM,0,0,0,4,0.0,0.0,0.0,0
MEX,M,VVO,0,0,0,24,0.0,0.0,0.0,0
PER,M,SHO,0,2,0,89,0.0,0.02247191011235955,0.0,2
NZL,M,WRF,0,0,0,17,0.0,0.0,0.0,0
NZL,F,RU7,0,0,6,25,0.0,0.0,0.24,6
ESP,M,TKW,1,0,0,13,0.07692307692307693,0.0,0.0,1
RSA,M,SAL,0,0,0,34,0.0,0.0,0.0,0
ALB,M,CTR,0,0,0,1,0.0,0.0,0.0,0
FRA,M,BDM,0,0,0,9,0.0,0.0,0.0,0
CYP,M,ARC,0,0,0,1,0.0,0.0,0.0,0
NZL,F,TEN,0,0,0,3,0.0,0.0,0.0,0
INA,F,ATH,0,0,0,12,0.0,0.0,0.0,0
BOT,F,ATH,0,0,0,8,0.0,0.0,0.0,0
CAN,M,SKB,0,0,0,3,0.0,0.0,0.0,0
THA,F,CRD,0,0,0,1,0.0,0.0,0.0,0
GEO,M,DIV,0,0,0,1,0.0,0.0,0.0,0
GBR,M,SAL,0,0,0,3,0.0,0.0,0.0,0
TPE,M,ATH,0,1,0,79,0.0,0.012658227848101266,0.0,1
MLT,F,ATH,0,0,0,12,0.0,0.0,0.0,0
NGR,F,JUD,0,0,0,3,0.0,0.0,0.0,0
ITA,M,CRD,0,0,0,7,0.0,0.0,0.0,0
INA,F,BDM,0,0,0,11,0.0,0.0,0.0,0
CAN,F,CSP,0,0,0,13,0.0,0.0,0.0,0
MDA,F,WLF,0,0,0,3,0.0,0.0,0.0,0
GEO,M,WLF,1,0,2,19,0.05263157894736842,0.0,0.10526315789473684,3
THA,F,EVE,0,0,0,3,0.0,0.0,0.0,0
FRA,M,ROW,0,0,0,6,0.0,0.0,0.0,0
BRA,M,SKB,0,0,0,6,0.0,0.0,0.0,0
ESP,M,BKB,9,22,0,156,0.057692307692307696,0.14102564102564102,0.0,31
GUA,F,BDM,0,0,0,1,0.0,0.0,0.0,0
BEL,M,HOC,0,10,3,230,0.0,0.043478260869565216,0.013043478260869565,13
VEN,M,BKB,0,0,0,22,0.0,0.0,0.0,0
GBR,M,SAL,0,0,0,3,0.0,0.0,0.0,0
JPN,M,EDR,0,0,0,8,0.0,0.0,0.0,0
ISL,M,HBL,0,6,0,102,0.0,0.058823529411764705,0.0,6
GBR,M,SAL,0,0,0,5,0.0,0.0,0.0,0
CAN,M,OWS,0,0,0,1,0.0,0.0,0.0,0
ANT,M,SWM,0,0,0,4,0.0,0.0,0.0,0
SWE,M,MPN,0,5,1,101,0.0,0.04950495049504951,0.009900990099009901,6
POR,F,CSL,0,0,0,15,0.0,0.0,0.0,0
KAZ,M,ATH,0,0,0,51,0.0,0.0,0.0,0
USA,M,SWM,0,0,0,4,0.0,0.0,0.0,0
UKR,F,GAR,0,0,0,141,0.0,0.0,0.0,0
FIN,M,WRF,11,11,14,275,0.04,0.04,0.05090909090909091,36
DJI,M,SWM,0,0,0,3,0.0,0.0,0.0,0
JPN,M,BSB,4,1,1,136,0.029411764705882353,0.007352941176470588,0.007352941176470588,6
GRE,F,WLF,0,0,0,7,0.0,0.0,0.0,0
QAT,F,SHO,0,0,0,2,0.0,0.0,0.0,0
NGR,F,TTE,0,0,0,4,0.0,0.0,0.0,0
BAH,M,SAL,0,0,0,2,0.0,0.0,0.0,0
GBR,F,FSK,0,0,0,4,0.0,0.0,0.0,0
TCH,M,JUD,0,0,0,16,0.0,0.0,0.0,0
CHN,F,BKB,0,4,0,105,0.0,0.0380952380952381,0.0,4
GBR,F,CRD,0,0,0,3,0.0,0.0,0.0,0
BOT,M,JUD,0,0,0,1,0.0,0.0,0.0,0
MKD,F,KTE,0,0,0,1,0.0,0.0,0.0,0
ALB,M,SWM,0,0,0,8,0.0,0.0,0.0,0
CAM,F,TKW,0,0,0,2,0.0,0.0,0.0,0
ROU,F,SAL,0,0,0,1,0.0,0.0,0.0,0
JOR,F,TTE,0,0,0,5,0.0,0.0,0.0,0
CAN,M,LAX,0,0,0,12,0.0,0.0,0.0,0
ITA,F,GAR,0,1,0,424,0.0,0.0023584905660377358,0.0,1
VEN,F,TKW,2,0,0,5,0.4,0.0,0.0,2
CHN,M,BOX,1,0,2,47,0.02127659574468085,0.0,0.0425531914893617,3
KOR,M,BDM,0,1,0,25,0.0,0.04,0.0,1
SLO,M,TTE,0,0,0,8,0.0,0.0,0.0,0
CRC,M,FEN,0,0,0,2,0.0,0.0,0.0,0
GUA,M,SAL,0,0,0,9,0.0,0.0,0.0,0
FRG,M,SAL,3,0,0,62,0.04838709677419355,0.0,0.0,3
GBR,F,EVE,4,8,2,135,0.02962962962962963,0.05925925925925926,0.014814814814814815,14
GAB,M,TKW,0,0,0,4,0.0,0.0,0.0,0
ARG,F,OWS,0,0,0,1,0.0,0.0,0.0,0
AUS,F,BOX,0,0,0,4,0.0,0.0,0.0,0
MEX,F,ATH,0,1,0,84,0.0,0.011904761904761904,0.0,1
SUI,F,VBV,0,0,0,2,0.0,0.0,0.0,0
PAR,F,SAL,0,0,0,1,0.0,0.0,0.0,0
HUN,F,ATH,2,1,0,194,0.010309278350515464,0.005154639175257732,0.0,3
ANT,M,CTR,0,0,0,17,0.0,0.0,0.0,0
MLI,F,ATH,0,0,0,13,0.0,0.0,0.0,0
BEL,F,TEN,0,0,0,2,0.0,0.0,0.0,0
CUB,F,GAR,0,0,0,57,0.0,0.0,0.0,0
ISR,F,CSL,0,0,0,4,0.0,0.0,0.0,0
LIB,F,TTE,0,0,0,3,0.0,0.0,0.0,0
POR,M,MPN,0,0,0,18,0.0,0.0,0.0,0
USA,M,TEN,0,0,0,2,0.0,0.0,0.0,0
POR,F,ARC,0,0,0,2,0.0,0.0,0.0,0
ITA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
RSA,M,SHO,0,2,0,100,0.0,0.02,0.0,2
ESP,F,BKB,0,4,0,59,0.0,0.06779661016949153,0.0,4
PAK,M,BOX,0,0,0,48,0.0,0.0,0.0,0
AUS,M,GTR,0,0,0,5,0.0,0.0,0.0,0
PER,M,SAL,0,0,0,4,0.0,0.0,0.0,0
USA,M,MPN,3,1,0,89,0.033707865168539325,0.011235955056179775,0.0,4
CAM,M,EVE,0,0,0,2,0.0,0.0,0.0,0
BEL,M,TEN,0,0,0,6,0.0,0.0,0.0,0
URS,M,WPO,21,15,9,137,0.15328467153284672,0.10948905109489052,0.06569343065693431,45
MAL,M,ATH,0,0,0,12,0.0,0.0,0.0,0
KGZ,M,SWM,0,0,0,56,0.0,0.0,0.0,0
SWE,F,TEN,0,0,0,1,0.0,0.0,0.0,0
CRC,F,CRD,0,0,0,1,0.0,0.0,0.0,0
KAZ,F,DIV,0,0,0,8,0.0,0.0,0.0,0
USA,M,ARC,0,0,0,4,0.0,0.0,0.0,0
COD,F,JUD,0,0,0,1,0.0,0.0,0.0,0
GBR,F,WRF,0,0,0,1,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,4,0.0,0.0,0.0,0
MNE,M,SAL,0,0,0,3,0.0,0.0,0.0,0
EUN,M,HBL,0,0,0,12,0.0,0.0,0.0,0
CZE,F,TEN,2,0,0,36,0.05555555555555555,0.0,0.0,2
EST,F,BDM,0,0,0,3,0.0,0.0,0.0,0
MON,M,SAL,0,0,0,3,0.0,0.0,0.0,0
USA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
TUN,M,GAR,0,0,0,8,0.0,0.0,0.0,0
AHO,F,SWM,0,0,0,1,0.0,0.0,0.0,0
TCH,M,DIV,0,0,0,10,0.0,0.0,0.0,0
SMR,M,SHO,0,0,0,50,0.0,0.0,0.0,0
ZIM,M,SAL,0,0,0,2,0.0,0.0,0.0,0
FIJ,F,SWM,0,0,0,29,0.0,0.0,0.0,0
TCH,M,WLF,1,2,1,66,0.015151515151515152,0.030303030303030304,0.015151515151515152,4
AUS,M,ARC,1,0,1,56,0.017857142857142856,0.0,0.017857142857142856,2
MAR,M,WRF,0,0,0,41,0.0,0.0,0.0,0
KAZ,F,SWM,0,0,0,14,0.0,0.0,0.0,0
MOZ,F,SWM,0,0,0,10,0.0,0.0,0.0,0
TKM,M,WRF,0,0,0,2,0.0,0.0,0.0,0
MAR,F,KTE,0,0,0,1,0.0,0.0,0.0,0
GER,F,BOX,0,0,0,1,0.0,0.0,0.0,0
SUD,M,TTE,0,0,0,1,0.0,0.0,0.0,0
AND,M,SWM,0,0,0,6,0.0,0.0,0.0,0
QAT,F,ROW,0,0,0,1,0.0,0.0,0.0,0
NOR,M,TEN,0,0,0,3,0.0,0.0,0.0,0
PER,M,FBL,0,0,0,31,0.0,0.0,0.0,0
LTU,F,BDM,0,0,0,2,0.0,0.0,0.0,0
PRK,M,ROW,0,0,0,6,0.0,0.0,0.0,0
TCH,M,TEN,0,0,0,2,0.0,0.0,0.0,0
COL,F,SHO,0,0,0,7,0.0,0.0,0.0,0
ALG,M,TTE,0,0,0,7,0.0,0.0,0.0,0
MEX,M,EVE,5,0,0,175,0.02857142857142857,0.0,0.0,5
FRA,M,SAL,0,0,0,5,0.0,0.0,0.0,0
ESP,M,EVE,0,0,0,1,0.0,0.0,0.0,0
BLR,M,WRF,2,0,0,65,0.03076923076923077,0.0,0.0,2
ANZ,M,ROW,0,0,0,9,0.0,0.0,0.0,0
FRG,F,TEN,0,0,0,5,0.0,0.0,0.0,0
GUA,M,FBL,0,0,0,53,0.0,0.0,0.0,0
HON,M,TKW,0,0,0,2,0.0,0.0,0.0,0
HUN,F,ART,0,0,0,2,0.0,0.0,0.0,0
HUN,M,HBL,0,0,0,117,0.0,0.0,0.0,0
SRB,M,ATH,0,0,0,23,0.0,0.0,0.0,0
FRG,M,FBL,3,0,0,51,0.058823529411764705,0.0,0.0,3
POR,M,CSP,0,0,0,5,0.0,0.0,0.0,0
CZE,M,EVE,0,0,0,4,0.0,0.0,0.0,0
ALG,M,FEN,0,0,0,13,0.0,0.0,0.0,0
NOR,M,BMX,0,0,0,1,0.0,0.0,0.0,0
ESP,F,WLF,1,0,0,7,0.14285714285714285,0.0,0.0,1
GUM,F,WRF,0,0,0,3,0.0,0.0,0.0,0
BRU,M,ATH,0,0,0,5,0.0,0.0,0.0,0
RSA,M,FBL,0,0,0,53,0.0,0.0,0.0,0
BUL,M,CSL,7,2,2,106,0.0660377358490566,0.018867924528301886,0.018867924528301886,11
KGZ,M,CTR,0,0,0,5,0.0,0.0,0.0,0
GHA,M,JUD,0,0,0,2,0.0,0.0,0.0,0
POL,F,DIV,0,0,0,9,0.0,0.0,0.0,0
LAT,F,VBV,0,0,0,2,0.0,0.0,0.0,0
CAN,F,TKW,0,0,0,9,0.0,0.0,0.0,0
FSM,M,SWM,0,0,0,6,0.0,0.0,0.0,0
GBR,M,WPO,0,0,0,7,0.0,0.0,0.0,0
AZE,F,SWM,0,0,0,6,0.0,0.0,0.0,0
USA,F,BOX,0,0,1,10,0.0,0.0,0.1,1
BUL,M,ROW,2,0,0,86,0.023255813953488372,0.0,0.0,2
BIH,F,JUD,0,0,0,3,0.0,0.0,0.0,0
TTO,F,ROW,0,0,0,2,0.0,0.0,0.0,0
PRK,F,GAR,0,0,0,123,0.0,0.0,0.0,0
CAN,M,BDM,0,0,0,18,0.0,0.0,0.0,0
TAN,M,BOX,0,0,0,36,0.0,0.0,0.0,0
ECU,F,ATH,0,0,0,38,0.0,0.0,0.0,0
FRA,M,SKB,0,0,0,3,0.0,0.0,0.0,0
IRL,M,CRD,0,0,0,4,0.0,0.0,0.0,0
GBR,M,BOX,1,1,2,226,0.004424778761061947,0.004424778761061947,0.008849557522123894,4
BRA,M,BDM,0,0,0,2,0.0,0.0,0.0,0
KOS,M,JUD,0,0,0,1,0.0,0.0,0.0,0
GBR,M,TEN,0,0,0,2,0.0,0.0,0.0,0
MNE,M,SHO,0,0,0,4,0.0,0.0,0.0,0
ISR,M,ARC,0,0,0,1,0.0,0.0,0.0,0
AND,M,CTR,0,0,0,5,0.0,0.0,0.0,0
POL,F,SWM,0,2,1,96,0.0,0.020833333333333332,0.010416666666666666,3
CHN,F,WLF,0,0,2,24,0.0,0.0,0.08333333333333333,2
FSM,F,BOX,0,0,0,1,0.0,0.0,0.0,0
CAN,M,SAL,0,0,0,2,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
ALG,F,KTE,0,0,0,1,0.0,0.0,0.0,0
GEO,M,JUD,2,4,0,47,0.0425531914893617,0.0851063829787234,0.0,6
BUL,F,ATH,3,4,3,187,0.016042780748663103,0.0213903743315508,0.016042780748663103,10
CRO,M,CRD,0,0,0,1,0.0,0.0,0.0,0
PUR,F,JUD,0,0,0,9,0.0,0.0,0.0,0
SMR,M,SAL,0,0,0,3,0.0,0.0,0.0,0
INA,M,ARC,0,0,0,19,0.0,0.0,0.0,0
GEO,F,GRY,0,0,0,4,0.0,0.0,0.0,0
ITA,M,SAL,0,0,0,3,0.0,0.0,0.0,0
ARG,F,HOC,22,12,0,128,0.171875,0.09375,0.0,34
AUT,M,MPN,0,0,0,38,0.0,0.0,0.0,0
YUG,M,WPO,0,18,14,122,0.0,0.14754098360655737,0.11475409836065574,32
FRA,M,OWS,0,0,0,2,0.0,0.0,0.0,0
GRE,F,BKB,0,0,0,12,0.0,0.0,0.0,0
FIN,M,TEN,0,0,0,2,0.0,0.0,0.0,0
FRA,F,TRI,1,0,0,15,0.06666666666666667,0.0,0.0,1
EST,M,WRF,2,0,3,52,0.038461538461538464,0.0,0.057692307692307696,5
SWE,M,CSP,0,0,0,1,0.0,0.0,0.0,0
EGY,M,GAR,0,0,0,162,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
LBA,M,ATH,0,0,0,24,0.0,0.0,0.0,0
NED,F,TKW,0,0,0,4,0.0,0.0,0.0,0
AUS,F,GTR,0,0,0,3,0.0,0.0,0.0,0
NED,M,SAL,0,0,0,3,0.0,0.0,0.0,0
FIN,F,ART,0,0,0,1,0.0,0.0,0.0,0
TCH,F,SWM,0,0,0,32,0.0,0.0,0.0,0
ITA,M,KTE,0,0,0,3,0.0,0.0,0.0,0
MOZ,M,BOX,0,0,0,5,0.0,0.0,0.0,0
BLR,F,WRF,0,0,0,10,0.0,0.0,0.0,0
BIH,F,TEN,0,0,0,1,0.0,0.0,0.0,0
TUN,M,ARC,0,0,0,2,0.0,0.0,0.0,0
GBR,M,SAL,0,0,0,10,0.0,0.0,0.0,0
USA,M,BMF,0,0,0,2,0.0,0.0,0.0,0
CMR,M,SWM,0,0,0,4,0.0,0.0,0.0,0
USA,M,ARC,0,0,0,4,0.0,0.0,0.0,0
PRK,M,DIV,0,0,0,8,0.0,0.0,0.0,0
ECU,M,TTE,0,0,0,1,0.0,0.0,0.0,0
PRK,M,WLF,2,2,0,37,0.05405405405405406,0.05405405405405406,0.0,4
CZE,M,FBL,0,0,0,16,0.0,0.0,0.0,0
GBR,M,WRF,2,0,0,197,0.01015228426395939,0.0,0.0,2
KUW,M,HBL,0,0,0,26,0.0,0.0,0.0,0
AUS,M,GAR,0,0,0,226,0.0,0.0,0.0,0
FRG,M,EVE,7,4,9,91,0.07692307692307693,0.04395604395604396,0.0989010989010989,20
UKR,M,KTE,0,0,0,1,0.0,0.0,0.0,0
DMA,M,ATH,0,0,0,10,0.0,0.0,0.0,0
TPE,M,TEN,0,0,0,7,0.0,0.0,0.0,0
GUA,M,EVE,0,0,0,4,0.0,0.0,0.0,0
HKG,F,GLF,0,0,0,1,0.0,0.0,0.0,0
USA,M,VBV,0,0,0,12,0.0,0.0,0.0,0
IRQ,M,FBL,0,0,0,80,0.0,0.0,0.0,0
MEX,M,FBL,0,0,1,189,0.0,0.0,0.005291005291005291,1
MAR,F,ROW,0,0,0,1,0.0,0.0,0.0,0
SRB,F,SWM,0,0,0,14,0.0,0.0,0.0,0
TCH,F,DIV,0,1,0,9,0.0,0.1111111111111111,0.0,1
ZIM,M,SAL,0,0,0,6,0.0,0.0,0.0,0
KOR,F,BDM,0,0,0,18,0.0,0.0,0.0,0
BRA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
GBR,M,SAL,0,0,0,10,0.0,0.0,0.0,0
ISV,F,SWM,0,0,0,14,0.0,0.0,0.0,0
KEN,F,ATH,2,6,3,133,0.015037593984962405,0.045112781954887216,0.022556390977443608,11
PUR,F,TEN,0,0,0,2,0.0,0.0,0.0,0
NED,F,VBV,0,0,0,4,0.0,0.0,0.0,0
PER,M,EVE,0,0,0,1,0.0,0.0,0.0,0
TCH,M,ROW,19,3,0,219,0.0867579908675799,0.0136986301369863,0.0,22
HKG,M,ATH,0,0,0,24,0.0,0.0,0.0,0
CAN,M,SAL,0,0,0,3,0.0,0.0,0.0,0
ECU,F,MPN,0,0,0,1,0.0,0.0,0.0,0
CRO,F,TTE,0,0,0,20,0.0,0.0,0.0,0
AUT,M,VBV,0,0,0,4,0.0,0.0,0.0,0
TCH,M,CSL,0,2,2,129,0.0,0.015503875968992248,0.015503875968992248,4
NOR,M,SAL,0,0,0,3,0.0,0.0,0.0,0
BRA,M,VBV,1,0,0,12,0.08333333333333333,0.0,0.0,1
PHI,M,CTR,0,0,0,27,0.0,0.0,0.0,0
FRA,F,ARC,1,0,0,33,0.030303030303030304,0.0,0.0,1
KAZ,M,TEN,0,0,0,6,0.0,0.0,0.0,0
AUT,M,SAL,0,0,0,3,0.0,0.0,0.0,0
GER,M,HBL,0,9,0,128,0.0,0.0703125,0.0,9
PHI,M,ART,0,0,0,2,0.0,0.0,0.0,0
IND,M,TEN,0,0,0,4,0.0,0.0,0.0,0
NCA,M,SHO,0,0,0,7,0.0,0.0,0.0,0
EST,M,BOX,0,0,0,4,0.0,0.0,0.0,0
ZIM,M,SHO,0,0,0,20,0.0,0.0,0.0,0
USA,M,VBV,0,0,0,4,0.0,0.0,0.0,0
DEN,M,SAL,0,0,0,6,0.0,0.0,0.0,0
ITA,M,SAL,0,0,0,3,0.0,0.0,0.0,0
CHI,F,FEN,0,0,0,3,0.0,0.0,0.0,0
GBR,M,SAL,0,0,0,3,0.0,0.0,0.0,0
PHI,F,ATH,0,0,0,40,0.0,0.0,0.0,0
RSA,F,CRD,0,0,0,3,0.0,0.0,0.0,0
HUN,M,TEN,0,0,0,4,0.0,0.0,0.0,0
BRA,M,SAL,0,0,0,3,0.0,0.0,0.0,0
BUR,F,JUD,0,0,0,3,0.0,0.0,0.0,0
TUR,F,WRF,1,0,0,8,0.125,0.0,0.0,1
EGY,F,DIV,0,0,0,5,0.0,0.0,0.0,0
CZE,F,JUD,0,0,0,5,0.0,0.0,0.0,0
GER,M,VBV,0,0,0,8,0.0,0.0,0.0,0
BOL,F,SWM,0,0,0,14,0.0,0.0,0.0,0
POR,M,SAL,0,0,0,4,0.0,0.0,0.0,0
IRL,F,DIV,0,0,0,1,0.0,0.0,0.0,0
SYR,F,WLF,0,0,0,1,0.0,0.0,0.0,0
RSA,M,EVE,0,0,0,3,0.0,0.0,0.0,0
CMR,M,CTR,0,0,0,28,0.0,0.0,0.0,0
PER,F,SWM,0,0,0,33,0.0,0.0,0.0,0
CIV,F,SWM,0,0,0,3,0.0,0.0,0.0,0
NOR,F,ART,0,0,0,2,0.0,0.0,0.0,0
BEL,F,CSP,0,0,0,4,0.0,0.0,0.0,0
MAR,M,BOX,1,0,0,83,0.012048192771084338,0.0,0.0,1
ALG,F,ROW,0,0,0,4,0.0,0.0,0.0,0
BUL,M,WLF,3,5,1,86,0.03488372093023256,0.05813953488372093,0.011627906976744186,9
FIN,F,SKB,0,0,0,1,0.0,0.0,0.0,0
ISR,M,GAR,0,0,0,58,0.0,0.0,0.0,0
GUA,F,WLF,0,0,0,2,0.0,0.0,0.0,0
TKM,M,BOX,0,0,0,7,0.0,0.0,0.0,0
LAT,F,SAL,0,0,0,6,0.0,0.0,0.0,0
BUL,M,DIV,0,0,0,4,0.0,0.0,0.0,0
IRI,M,CSP,0,0,0,1,0.0,0.0,0.0,0
SWE,F,SAL,1,1,0,28,0.03571428571428571,0.03571428571428571,0.0,2
SAM,M,ATH,0,0,0,11,0.0,0.0,0.0,0
AUS,M,TTE,0,0,0,4,0.0,0.0,0.0,0
EGY,F,SWM,0,0,0,22,0.0,0.0,0.0,0
PHI,M,SWM,1,0,0,159,0.006289308176100629,0.0,0.0,1
IRL,F,SWM,1,0,3,68,0.014705882352941176,0.0,0.04411764705882353,4
BLR,M,BOX,0,0,0,26,0.0,0.0,0.0,0
FRA,F,CSL,3,0,1,55,0.05454545454545454,0.0,0.01818181818181818,4
EGY,M,ARC,0,0,0,8,0.0,0.0,0.0,0
RUS,M,TRI,0,0,0,14,0.0,0.0,0.0,0
BEL,M,SAL,0,0,0,6,0.0,0.0,0.0,0
KOR,F,SWA,0,0,0,11,0.0,0.0,0.0,0
NED,F,EVE,0,0,0,1,0.0,0.0,0.0,0
RSA,F,EVE,0,0,0,3,0.0,0.0,0.0,0
CZE,F,SWM,0,0,0,74,0.0,0.0,0.0,0
FIJ,F,RU7,5,0,0,26,0.19230769230769232,0.0,0.0,5
UZB,M,ATH,0,0,0,45,0.0,0.0,0.0,0
IRL,M,EVE,1,0,0,139,0.007194244604316547,0.0,0.0,1
URU,M,SAL,0,0,0,3,0.0,0.0,0.0,0
BUL,F,TTE,0,0,0,3,0.0,0.0,0.0,0
NOR,M,SAL,0,0,0,5,0.0,0.0,0.0,0
SYR,M,BOX,0,0,0,19,0.0,0.0,0.0,0
AUT,M,TEN,0,2,0,27,0.0,0.07407407407407407,0.0,2
AUS,M,CLB,0,0,0,1,0.0,0.0,0.0,0
ROU,M,GAR,5,2,1,638,0.007836990595611285,0.003134796238244514,0.001567398119122257,8
NED,M,EJP,0,0,0,8,0.0,0.0,0.0,0
BUR,F,SWM,0,0,0,4,0.0,0.0,0.0,0
GUM,M,CTR,0,0,0,16,0.0,0.0,0.0,0
SWE,M,GLF,0,0,0,4,0.0,0.0,0.0,0
IRI,F,ROW,0,0,0,4,0.0,0.0,0.0,0
BRA,M,TEN,0,0,0,4,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
FRG,F,DIV,0,0,0,17,0.0,0.0,0.0,0
JOR,M,EVE,0,0,0,3,0.0,0.0,0.0,0
GER,M,WPO,0,7,0,123,0.0,0.056910569105691054,0.0,7
CIV,F,JUD,0,0,0,5,0.0,0.0,0.0,0
GBR,M,POL,0,0,0,5,0.0,0.0,0.0,0
YMD,M,BOX,0,0,0,2,0.0,0.0,0.0,0
SUI,F,SWA,0,0,0,25,0.0,0.0,0.0,0
NZL,F,GLF,0,0,0,2,0.0,0.0,0.0,0
BEL,F,TEN,0,0,0,1,0.0,0.0,0.0,0
YUG,F,GRY,0,0,0,4,0.0,0.0,0.0,0
COL,F,CRD,0,0,0,1,0.0,0.0,0.0,0
JPN,F,MTB,0,0,0,1,0.0,0.0,0.0,0
USA,M,TEN,3,0,2,15,0.2,0.0,0.13333333333333333,5
ESP,M,EJP,0,0,0,1,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
GBR,F,ROW,3,16,4,187,0.016042780748663103,0.0855614973262032,0.0213903743315508,23
SUI,M,FSK,0,0,0,1,0.0,0.0,0.0,0
EGY,F,JUD,0,0,0,5,0.0,0.0,0.0,0
YUG,F,FEN,0,0,0,3,0.0,0.0,0.0,0
POL,M,BK3,0,0,0,4,0.0,0.0,0.0,0
BOH,M,TEN,0,0,0,20,0.0,0.0,0.0,0
COL,F,EVE,0,0,0,1,0.0,0.0,0.0,0
FIN,M,TTE,0,0,0,1,0.0,0.0,0.0,0
HAI,M,JUD,0,0,0,12,0.0,0.0,0.0,0
SUR,M,BDM,0,0,0,4,0.0,0.0,0.0,0
BUL,M,BKB,0,0,0,49,0.0,0.0,0.0,0
FRG,F,SWM,3,0,0,155,0.01935483870967742,0.0,0.0,3
ARG,F,CSL,0,0,0,10,0.0,0.0,0.0,0
SWE,M,SAL,0,0,0,4,0.0,0.0,0.0,0
PLW,M,SWM,0,0,0,3,0.0,0.0,0.0,0
CRC,F,SHO,0,0,0,2,0.0,0.0,0.0,0
BUR,M,FEN,0,0,0,1,0.0,0.0,0.0,0
FIN,M,FEN,0,0,0,55,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
SUI,M,CTR,0,6,4,261,0.0,0.022988505747126436,0.01532567049808429,10
CRO,M,EVE,0,0,0,2,0.0,0.0,0.0,0
CHI,M,CTR,0,0,0,85,0.0,0.0,0.0,0
BUL,F,CTR,0,0,0,1,0.0,0.0,0.0,0
SUI,M,ART,1,1,0,153,0.006535947712418301,0.006535947712418301,0.0,2
LES,M,CTR,0,0,0,1,0.0,0.0,0.0,0
KAZ,F,TEN,0,0,0,12,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
