Year_Start,Year_End,Returning_Athlete_Effect,New_Athlete_Effect,Coaching_Effect,Z_Score,P_Value,Significant,File,Abs_Coaching_Effect,,,Coaching_Effect
2004,2008,0,0,0,0,1,FALSE,Tunisia_ATH_mens.csv,0,,,4.27
2004,2008,0,0,0,0,1,FALSE,Malaysia_BDM_womens.csv,0,,,4.27
2004,2008,0,0,0,0,1,FALSE,Czech_Republic_SHO_womens.csv,0,,,4.27
2004,2008,0,0,0,0,1,FALSE,Egypt_ATH_mens.csv,0,,,4.28
2004,2008,0,0,0,0,1,FALSE,Japan_TTE_womens.csv,0,,,4.29
2004,2008,0,0,0,0,1,FALSE,Georgia_BOX_mens.csv,0,,,4.29
2004,2008,0,0,0,0,1,FALSE,New_Zealand_ROW_womens.csv,0,,,4.29
2004,2008,0,0,0,0,1,FALSE,United_States_CSL_womens.csv,0,,,4.29
2004,2008,0,0,0,0,1,FALSE,United_Kingdom_JUD_mens.csv,0,,,4.31
2004,2008,0,0,0,0,1,FALSE,Japan_CTR_womens.csv,0,,,4.32
2004,2008,0,0,0,0,1,FALSE,South_Korea_BKB_womens.csv,0,,,4.33
2004,2008,0,0,0,0,1,FALSE,Denmark_EVE_mens.csv,0,,,4.33
2004,2008,0,0,0,0,1,FALSE,Germany_TRI_womens.csv,0,,,4.33
2004,2008,0,0,0,0,1,FALSE,China_CSL_mens.csv,0,,,4.33
2004,2008,0,0,0,0,1,FALSE,Lithuania_BKB_mens.csv,0,,,4.33
2004,2008,0,0,0,0,1,FALSE,Belarus_JUD_mens.csv,0,,,4.34
2000,2008,0,0,0,0,1,FALSE,South_Africa_SWM_womens.csv,0,,,4.36
2004,2008,0,0,0,0,1,FALSE,Israel_ATH_mens.csv,0,,,4.36
2004,2008,0,0,0,0,1,FALSE,Morocco_JUD_mens.csv,0,,,4.36
2004,2008,0,0,0,0,1,FALSE,Iceland_SWM_mens.csv,0,,,4.4
2004,2008,0,0,0,0,1,FALSE,Belarus_DIV_mens.csv,0,,,4.4
2004,2008,0,0,0,0,1,FALSE,Turkey_SWM_womens.csv,0,,,4.4
2004,2008,0,0,0,0,1,FALSE,Hungary_CTR_mens.csv,0,,,4.42
2004,2008,0,0,0,0,1,FALSE,Turkmenistan_WLF_mens.csv,0,,,4.42
2004,2008,0,0,0,0,1,FALSE,Belarus_SWM_womens.csv,0,,,4.44
2004,2008,0,0,0,0,1,FALSE,Bahrain_ATH_womens.csv,0,,,4.44
2004,2008,0,0,0,0,1,FALSE,Hungary_HBL_womens.csv,0,,,4.44
2004,2008,0,0,0,0,1,FALSE,Qatar_ATH_mens.csv,0,,,4.46
2004,2008,0,0,0,0,1,FALSE,Thailand_SWM_womens.csv,0,,,4.46
2004,2008,0,0,0,0,1,FALSE,Belarus_ROW_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Venezuela_FEN_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Spain_TTE_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Saudi_Arabia_EVE_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Czech_Republic_ROW_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,China_JUD_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Botswana_BOX_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,United_Kingdom_DIV_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Austria-1_VBV_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,France_TRI_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Mongolia_JUD_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Norway_SAL_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Japan_ROW_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Mexico_SWM_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Hungary_SWM_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,China_FBL_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,New_Zealand_CTR_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Canada_SBL_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Argentina_ATH_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Bahamas_SWM_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Iceland_ATH_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,South_Africa_HOC_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Finland_SWM_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Saint_Kitts_And_Nevis_ATH_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,United_Kingdom_TRI_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Barbados_SWM_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Canada_JUD_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Nigeria_TTE_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Greece_ATH_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Canada_DIV_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Ireland_ATH_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Kazakhstan_MPN_womens.csv,0,,,4.5
2004,2008,-1,1,0,0,1,FALSE,Ukraine_GAR_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Argentina_TEN_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,China_TRI_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Spain_SWM_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Venezuela_SWM_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Dominican_Republic_JUD_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,New_Zealand_TRI_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Brazil_ROW_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Romania_SHO_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Czech_Republic_CTR_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Colombia_ATH_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Kazakhstan_ATH_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Spain_CSL_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,China_CSL_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Egypt_MPN_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Russia-1_TEN_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Japan_SHO_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Germany_SAL_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Brazil_ROW_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Portugal_SHO_mens.csv,0,,,4.5
2000,2008,0,0,0,0,1,FALSE,Thailand_ATH_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Slovenia_SWM_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,South_Africa_ATH_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,South_Korea_BOX_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Moldova_WLF_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Senegal_JUD_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Slovenia_CTR_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Portugal_SAL_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Hong_Kong_FEN_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,United_States_WLF_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Japan_TEN_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Brazil-2_VBV_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Singapore_BDM_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Czech_Republic_MPN_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Jamaica_SWM_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Lithuania_SWM_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Egypt_FEN_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Israel_SAL_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Poland_ARC_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Slovakia_TEN_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Lithuania_CTR_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Thailand_ATH_womens.csv,0,,,4.5
2004,2008,-1,1,0,0,1,FALSE,China_GTR_womens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Croatia_ATH_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Ireland_ATH_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Brazil_BOX_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Netherlands_BSB_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Algeria_SWM_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Cayman_Islands_SWM_mens.csv,0,,,4.5
2004,2008,0,0,0,0,1,FALSE,Sweden_FBL_womens.csv,0,,,4.51
2004,2008,0,0,0,0,1,FALSE,Germany_BDM_womens.csv,0,,,4.57
2004,2008,0,0,0,0,1,FALSE,Mexico_SHO_mens.csv,0,,,4.57
2004,2008,0,0,0,0,1,FALSE,Denmark_BDM_womens.csv,0,,,4.57
2004,2008,0,0,0,0,1,FALSE,Hong_Kong_SWM_womens.csv,0,,,4.57
2004,2008,0,0,0,0,1,FALSE,Finland_ATH_womens.csv,0,,,4.57
2004,2008,0,0,0,0,1,FALSE,Brazil_CTR_womens.csv,0,,,4.62
2004,2008,0,0,0,0,1,FALSE,Belarus_EVE_womens.csv,0,,,4.62
2004,2008,0,0,0,0,1,FALSE,Iceland_SWM_womens.csv,0,,,4.65
2004,2008,0,0,0,0,1,FALSE,Chinese_Taipei_ATH_mens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Georgia_WLF_mens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Ukraine_GAR_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,China_BKB_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Italy_GAR_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,South_Korea_BDM_mens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Mexico_ATH_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Hungary_ATH_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Spain_BKB_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Kyrgyzstan_SWM_mens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Czech_Republic_TEN_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Kazakhstan_SWM_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Mexico_EVE_mens.csv,0,,,4.67
2000,2008,0,0,0,0,1,FALSE,Canada_BDM_mens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Ecuador_ATH_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Bulgaria_ATH_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Belarus_WRF_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,North_Korea_WLF_mens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Dominica_ATH_mens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,South_Korea-2_BDM_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Croatia_TTE_womens.csv,0,,,4.67
2004,2008,0,0,0,0,1,FALSE,Morocco_BOX_mens.csv,0,,,4.69
2004,2008,0,0,0,0,1,FALSE,Philippines_SWM_mens.csv,0,,,4.71
2004,2008,0,0,0,0,1,FALSE,Russia_TRI_mens.csv,0,,,4.71
2004,2008,0,0,0,0,1,FALSE,Uzbekistan_ATH_mens.csv,0,,,4.71
2004,2008,0,0,0,0,1,FALSE,Ireland_EVE_mens.csv,0,,,4.73
2004,2008,0,0,0,0,1,FALSE,Austria_TEN_mens.csv,0,,,4.73
2004,2008,0,0,0,0,1,FALSE,Germany_WPO_mens.csv,0,,,4.76
2004,2008,0,0,0,0,1,FALSE,Switzerland_SWA_womens.csv,0,,,4.8
2004,2008,0,0,0,0,1,FALSE,Chile_CTR_mens.csv,0,,,4.8
2004,2008,0,0,0,0,1,FALSE,Grenada_ATH_mens.csv,0,,,4.8
2004,2008,0,0,0,0,1,FALSE,Iran_ATH_mens.csv,0,,,4.8
2004,2008,0,0,0,0,1,FALSE,Canada_GTR_womens.csv,0,,,4.8
2004,2008,0,0,0,0,1,FALSE,Russia_SAL_womens.csv,0,,,4.8
2004,2008,0,0,0,0,1,FALSE,Switzerland_SWM_mens.csv,0,,,4.8
2004,2008,0,0,0,0,1,FALSE,Australia_TKW_womens.csv,0,,,4.8
2004,2008,0,0,0,0,1,FALSE,Venezuela_JUD_mens.csv,0,,,4.8
2004,2008,-2,2,0,0,1,FALSE,Netherlands_JUD_mens.csv,0,,,4.8
2004,2008,0,0,0,0,1,FALSE,Puerto_Rico_SWM_womens.csv,0,,,4.82
2004,2008,0,0,0,0,1,FALSE,Kazakhstan_JUD_womens.csv,0,,,4.84
2004,2008,0,0,0,0,1,FALSE,Austria_ATH_mens.csv,0,,,4.85
2004,2008,0,0,0,0,1,FALSE,Japan_VVO_womens.csv,0,,,4.86
2004,2008,0,0,0,0,1,FALSE,Algeria_BOX_mens.csv,0,,,4.89
2004,2008,0,0,0,0,1,FALSE,Switzerland_VBV_womens.csv,0,,,4.9
2004,2008,0,0,0,0,1,FALSE,Spain_GAR_womens.csv,0,,,4.9
2004,2008,0,0,0,0,1,FALSE,Japan_TRI_mens.csv,0,,,4.9
2004,2008,0,0,0,0,1,FALSE,Canada_CTR_mens.csv,0,,,4.9
2004,2008,0,0,0,0,1,FALSE,United_Kingdom_FEN_mens.csv,0,,,4.9
2004,2008,0,0,0,0,1,FALSE,Ireland_SAL_mens.csv,0,,,4.9
2004,2008,0,0,0,0,1,FALSE,Brazil_CTR_mens.csv,0,,,4.9
2004,2008,0,0,0,0,1,FALSE,Belarus_SHO_womens.csv,0,,,4.9
2004,2008,0,0,0,0,1,FALSE,Croatia_SAL_mens.csv,0,,,4.9
2004,2008,0,0,0,0,1,FALSE,New_Zealand_SWM_womens.csv,0,,,4.9
2004,2008,0,0,0,0,1,FALSE,Hungary_TTE_womens.csv,0,,,4.9
2004,2008,0,0,0,0,1,FALSE,Sweden_TEN_mens.csv,0,,,4.94
2004,2008,0,0,0,0,1,FALSE,Morocco_FEN_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Belarus_FEN_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Lithuania_BOX_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Italy_EVE_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,France_TTE_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Italy_MPN_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Spain_TRI_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Slovakia_SWM_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Chinese_Taipei_SBL_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,South_Africa_ATH_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Japan_WLF_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,South_Korea_FEN_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Trinidad_And_Tobago_ATH_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Mexico_ATH_mens.csv,0,,,5
2004,2008,-1,1,0,0,1,FALSE,China_TKW_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Hungary_JUD_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Morocco_ATH_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,New_Zealand_SWM_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Spain_WPO_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Switzerland_TRI_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Algeria_ATH_womens.csv,0,,,5
2004,2008,-1,1,0,0,1,FALSE,Turkey_TKW_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Albania_WRF_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,South_Korea_HOC_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Belarus_SWM_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Mongolia_WRF_womens.csv,0,,,5
2000,2008,0,0,0,0,1,FALSE,Russia_BKB_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Cameroon_ATH_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Australia-1_TEN_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Belarus_CTR_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Estonia_SWM_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Zimbabwe_ATH_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Germany_ROW_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Czech_Republic_TEN_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Spain-1_TEN_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,United_Kingdom_SWM_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Mexico_ROW_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Canada_FEN_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Brazil_TTE_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Argentina_SAL_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Colombia_ATH_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Brazil_FEN_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Russia_TTE_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Ukraine_ARC_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Italy_ARC_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Croatia_SWM_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Israel_SHO_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Italy_CSL_womens.csv,0,,,5
2000,2008,0,0,0,0,1,FALSE,Egypt_VVO_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Canada_SWA_womens.csv,0,,,5
2000,2008,0,0,0,0,1,FALSE,Egypt_TTE_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Saudi_Arabia_ATH_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Ecuador_JUD_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Spain_HOC_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Malaysia_TKW_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Albania_WLF_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Egypt_SHO_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Hungary_WPO_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Czech_Republic_ATH_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Poland_MPN_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Eritrea_ATH_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Mexico_ARC_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,France_GAR_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Netherlands_VBV_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Hungary_BOX_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Switzerland-1_VBV_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Australia_FBL_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Cyprus_SAL_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Brazil_SWM_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Canada_SAL_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,United_Kingdom_JUD_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Namibia_ATH_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Poland_SHO_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Ukraine_SWA_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Canada_CSL_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Belgium_ATH_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Slovenia_CSL_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Poland_VVO_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Cuba_SHO_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Brazil_HBL_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,New_Zealand_EVE_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Argentina_SAL_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Slovakia_ATH_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Kyrgyzstan_ATH_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Australia_HOC_womens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,United_States_ARC_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,South_Korea_HBL_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Slovakia_ATH_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Norway_ATH_mens.csv,0,,,5
2004,2008,0,0,0,0,1,FALSE,Brazil_GRY_womens.csv,0,,,5.04
2004,2008,0,0,0,0,1,FALSE,Kazakhstan_SHO_womens.csv,0,,,5.04
2004,2008,0,0,0,0,1,FALSE,Japan_ATH_womens.csv,0,,,5.04
2004,2008,0,0,0,0,1,FALSE,Turkey_SWM_mens.csv,0,,,5.09
2004,2008,0,0,0,0,1,FALSE,Poland_EVE_mens.csv,0,,,5.09
2004,2008,0,0,0,0,1,FALSE,Namibia_CTR_mens.csv,0,,,5.09
2004,2008,0,0,0,0,1,FALSE,Malaysia_CTR_mens.csv,0,,,5.09
2004,2008,0,0,0,0,1,FALSE,Poland_SHO_womens.csv,0,,,5.09
2004,2008,0,0,0,0,1,FALSE,Brazil_HBL_mens.csv,0,,,5.11
2004,2008,0,0,0,0,1,FALSE,Latvia_JUD_mens.csv,0,,,5.13
2004,2008,0,0,0,0,1,FALSE,Belgium_TEN_mens.csv,0,,,5.13
2004,2008,0,0,0,0,1,FALSE,China_SBL_womens.csv,0,,,5.14
2004,2008,0,0,0,0,1,FALSE,Italy_SAL_womens.csv,0,,,5.17
2004,2008,0,0,0,0,1,FALSE,Canada_BSB_mens.csv,0,,,5.18
2004,2008,0,0,0,0,1,FALSE,Lithuania_CSL_mens.csv,0,,,5.18
2004,2008,0,0,0,0,1,FALSE,India_ARC_womens.csv,0,,,5.19
2004,2008,0,0,0,0,1,FALSE,China_BKB_mens.csv,0,,,5.2
2004,2008,0,0,0,0,1,FALSE,Egypt_SHO_womens.csv,0,,,5.21
2004,2008,0,0,0,0,1,FALSE,United_Kingdom_BDM_womens.csv,0,,,5.23
2004,2008,0,0,0,0,1,FALSE,Sweden_DIV_womens.csv,0,,,5.25
2004,2008,0,0,0,0,1,FALSE,South_Africa_BDM_mens.csv,0,,,5.25
2004,2008,0,0,0,0,1,FALSE,Israel_GRY_womens.csv,0,,,5.25
2004,2008,0,0,0,0,1,FALSE,Ukraine_CTR_mens.csv,0,,,5.25
2004,2008,0,0,0,0,1,FALSE,Uruguay_ROW_mens.csv,0,,,5.26
2004,2008,0,0,0,0,1,FALSE,Sweden_SWM_womens.csv,0,,,5.26
2004,2008,0,0,0,0,1,FALSE,Spain_GAR_mens.csv,0,,,5.29
2004,2008,0,0,0,0,1,FALSE,Chinese_Taipei_TTE_mens.csv,0,,,5.32
2004,2008,0,0,0,0,1,FALSE,Italy_SHO_womens.csv,0,,,5.32
2004,2008,0,0,0,0,1,FALSE,China_MPN_mens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Japan_HOC_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,France_HBL_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Switzerland_SAL_mens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Cyprus_ATH_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Poland_SAL_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Belgium_ROW_mens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Belgium_CSL_mens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Switzerland_SHO_mens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,South_Africa_BDM_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Lithuania_ATH_mens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Australia_BKB_mens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Switzerland_TEN_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Russia_WPO_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Belarus_MPN_mens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Kazakhstan_SWA_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Hong_Kong_TTE_mens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,South_Korea_FBL_mens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Romania_CSL_mens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Ukraine_ROW_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Italy_ROW_womens.csv,0,,,5.33
2004,2008,-1,1,0,0,1,FALSE,Turkey_WLF_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,South_Korea_SWM_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Cuba_ROW_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Malaysia_DIV_womens.csv,0,,,5.33
2004,2008,0,0,0,0,1,FALSE,Belarus_WLF_womens.csv,0,,,5.33
