Year_Start,Year_End,Returning_Athlete_Effect,New_Athlete_Effect,Coaching_Effect,Z_Score,P_Value,Significant,File,Abs_Coaching_Effect
2012,2016,0.0,1.0,1.14,1.08,0.28009,False,Mexico_ATH_womens.csv,1.14
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Mexico_ATH_womens.csv,0.0
1948,1952,-1.0,0.0,-6.0,0.0,1.0,False,Hungary_ATH_womens.csv,6.0
1952,1956,0.0,0.0,0.0,0.0,1.0,False,Hungary_ATH_womens.csv,0.0
1960,1964,1.0,0.0,2.75,1.155,0.24821,False,Hungary_ATH_womens.csv,2.75
1964,1968,0.0,2.0,4.8,1.389,0.16497,False,Hungary_ATH_womens.csv,4.8
1968,1972,-1.0,0.0,-3.0,-1.155,0.24821,False,Hungary_ATH_womens.csv,3.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Hungary_ATH_womens.csv,0.0
1976,1980,0.0,0.0,0.0,0.0,1.0,False,Hungary_ATH_womens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Hungary_ATH_womens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Hungary_ATH_womens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Hungary_ATH_womens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Hungary_ATH_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Hungary_ATH_womens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Hungary_ATH_womens.csv,0.0
2012,2016,1.0,0.0,2.5,1.155,0.24821,False,Hungary_ATH_womens.csv,2.5
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Hungary_ATH_womens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Antigua_And_Barbuda_CTR_mens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Israel_CSL_womens.csv,0.0
1928,1932,0.0,0.0,0.0,0.0,1.0,False,Portugal_MPN_mens.csv,0.0
1912,1920,2.0,3.0,11.2,7.303,0.0,True,South_Africa_SHO_mens.csv,11.2
1920,1924,-1.0,0.0,-7.0,0.0,1.0,False,South_Africa_SHO_mens.csv,7.0
1956,1960,0.0,0.0,0.0,0.0,1.0,False,South_Africa_SHO_mens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,South_Africa_SHO_mens.csv,0.0
1992,2004,0.0,0.0,0.0,0.0,1.0,False,Spain_BKB_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Spain_BKB_womens.csv,0.0
2008,2016,4.0,8.0,24.0,0.0,1.0,False,Spain_BKB_womens.csv,24.0
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Spain_BKB_womens.csv,0.0
1948,1952,0.0,0.0,0.0,0.0,1.0,False,Pakistan_BOX_mens.csv,0.0
1956,1960,0.0,0.0,0.0,0.0,1.0,False,Pakistan_BOX_mens.csv,0.0
1960,1964,0.0,0.0,0.0,0.0,1.0,False,Pakistan_BOX_mens.csv,0.0
1984,1988,0.0,1.0,2.0,0.0,1.0,False,Pakistan_BOX_mens.csv,2.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Pakistan_BOX_mens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Pakistan_BOX_mens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Pakistan_BOX_mens.csv,0.0
1928,1932,1.0,0.0,3.0,0.0,1.0,False,United_States_MPN_mens.csv,3.0
1956,1960,0.0,1.0,3.0,0.0,1.0,False,United_States_MPN_mens.csv,3.0
1964,1968,-1.0,0.0,-3.0,0.0,1.0,False,United_States_MPN_mens.csv,3.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,United_States_MPN_mens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,United_States_MPN_mens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,United_States_MPN_mens.csv,0.0
1920,1924,0.0,0.0,0.0,0.0,1.0,False,Belgium-1_TEN_mens.csv,0.0
1952,1956,4.0,6.0,20.0,0.0,1.0,False,Russia_WPO_mens.csv,20.0
1956,1960,0.0,7.0,11.0,0.0,1.0,False,Russia_WPO_mens.csv,11.0
1960,1964,0.0,9.0,11.0,0.0,1.0,False,Russia_WPO_mens.csv,11.0
1964,1968,0.0,8.0,11.0,0.0,1.0,False,Russia_WPO_mens.csv,11.0
1968,1972,0.0,6.0,11.0,0.0,1.0,False,Russia_WPO_mens.csv,11.0
1972,1976,-5.0,0.0,-11.0,0.0,1.0,False,Russia_WPO_mens.csv,11.0
1976,1980,3.0,8.0,22.0,0.0,1.0,False,Russia_WPO_mens.csv,22.0
1980,1988,0.0,8.0,13.0,0.0,1.0,False,Russia_WPO_mens.csv,13.0
1988,1996,-1.0,0.0,-13.0,0.0,1.0,False,Russia_WPO_mens.csv,13.0
1996,2000,6.0,6.0,24.0,0.0,1.0,False,Russia_WPO_mens.csv,24.0
2000,2004,0.0,3.0,13.0,0.0,1.0,False,Russia_WPO_mens.csv,13.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Kyrgyzstan_SWM_mens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Kyrgyzstan_SWM_mens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Kyrgyzstan_SWM_mens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Kazakhstan_DIV_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Czech_Republic_TEN_womens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Czech_Republic_TEN_womens.csv,0.0
2012,2016,2.0,0.0,2.67,2.449,0.01431,True,Czech_Republic_TEN_womens.csv,2.67
1924,1928,0.0,0.0,0.0,0.0,1.0,False,Czechoslovakia_DIV_mens.csv,0.0
1928,1936,0.0,0.0,0.0,0.0,1.0,False,Czechoslovakia_DIV_mens.csv,0.0
1960,1968,0.0,0.0,0.0,0.0,1.0,False,San_Marino_SHO_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,San_Marino_SHO_mens.csv,0.0
1976,1980,0.0,0.0,0.0,0.0,1.0,False,San_Marino_SHO_mens.csv,0.0
1980,1984,0.0,0.0,0.0,0.0,1.0,False,San_Marino_SHO_mens.csv,0.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Fiji_SWM_womens.csv,0.0
1924,1928,1.0,0.0,6.0,0.0,1.0,False,Czechoslovakia_WLF_mens.csv,6.0
1932,1936,0.0,0.0,0.0,0.0,1.0,False,Czechoslovakia_WLF_mens.csv,0.0
1936,1952,0.0,0.0,0.0,0.0,1.0,False,Czechoslovakia_WLF_mens.csv,0.0
1960,1964,0.0,1.0,2.0,0.0,1.0,False,Czechoslovakia_WLF_mens.csv,2.0
1964,1968,-1.0,0.0,-4.0,0.0,1.0,False,Czechoslovakia_WLF_mens.csv,4.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Czechoslovakia_WLF_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Czechoslovakia_WLF_mens.csv,0.0
1976,1980,0.0,2.0,2.5,1.633,0.10247,False,Czechoslovakia_WLF_mens.csv,2.5
1980,1988,0.0,0.0,0.0,0.0,1.0,False,Czechoslovakia_WLF_mens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Czechoslovakia_WLF_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Australia_ARC_mens.csv,0.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Australia_ARC_mens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Australia_ARC_mens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Australia_ARC_mens.csv,0.0
1996,2000,1.0,0.0,1.5,1.414,0.1573,False,Australia_ARC_mens.csv,1.5
2000,2004,-1.0,1.0,-1.5,-1.414,0.1573,False,Australia_ARC_mens.csv,1.5
2012,2016,1.0,2.0,6.0,0.0,1.0,False,Australia_ARC_mens.csv,6.0
2016,2020,-2.0,0.0,-3.0,0.0,1.0,False,Australia_ARC_mens.csv,3.0
1960,1968,0.0,0.0,0.0,0.0,1.0,False,Morocco_WRF_mens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Morocco_WRF_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Morocco_WRF_mens.csv,0.0
1976,1984,0.0,0.0,0.0,0.0,1.0,False,Morocco_WRF_mens.csv,0.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Morocco_WRF_mens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Morocco_WRF_mens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Kazakhstan_SWM_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Kazakhstan_SWM_womens.csv,0.0
1932,1948,0.0,5.0,6.0,0.0,1.0,False,Mexico_EVE_mens.csv,6.0
1948,1952,-1.0,0.0,-4.0,0.0,1.0,False,Mexico_EVE_mens.csv,4.0
1964,1968,0.0,0.0,0.0,0.0,1.0,False,Mexico_EVE_mens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Mexico_EVE_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Mexico_EVE_mens.csv,0.0
1976,1980,2.0,6.0,16.0,0.0,1.0,False,Mexico_EVE_mens.csv,16.0
1980,1984,-1.0,0.0,-10.0,0.0,1.0,False,Mexico_EVE_mens.csv,10.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Mexico_EVE_mens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Mexico_EVE_mens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Mexico_EVE_mens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Mexico_EVE_mens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Mexico_EVE_mens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Mexico_EVE_mens.csv,0.0
1996,2000,-3.0,1.0,-5.25,-1.594,0.11091,False,Belarus_WRF_mens.csv,5.25
2000,2004,1.0,0.0,2.25,1.155,0.24821,False,Belarus_WRF_mens.csv,2.25
2004,2008,1.0,1.0,8.17,7.668,0.0,True,Belarus_WRF_mens.csv,8.17
2012,2016,0.0,2.0,2.4,1.826,0.06789,False,Belarus_WRF_mens.csv,2.4
1968,1976,0.0,0.0,0.0,0.0,1.0,False,Guatemala_FBL_mens.csv,0.0
1976,1988,0.0,0.0,0.0,0.0,1.0,False,Guatemala_FBL_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Hungary_HBL_mens.csv,0.0
1976,1980,0.0,0.0,0.0,0.0,1.0,False,Hungary_HBL_mens.csv,0.0
1980,1988,0.0,0.0,0.0,0.0,1.0,False,Hungary_HBL_mens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Hungary_HBL_mens.csv,0.0
1992,2004,0.0,0.0,0.0,0.0,1.0,False,Hungary_HBL_mens.csv,0.0
2004,2012,0.0,0.0,0.0,0.0,1.0,False,Hungary_HBL_mens.csv,0.0
2012,2024,0.0,0.0,0.0,0.0,1.0,False,Hungary_HBL_mens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Serbia_ATH_mens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Serbia_ATH_mens.csv,0.0
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Serbia_ATH_mens.csv,0.0
1984,1988,3.0,15.0,36.0,0.0,1.0,False,West_Germany_FBL_mens.csv,36.0
1996,2004,0.0,0.0,0.0,0.0,1.0,False,Algeria_FEN_mens.csv,0.0
2016,2020,0.0,0.0,0.0,0.0,1.0,False,South_Africa_FBL_mens.csv,0.0
1968,1972,0.0,2.0,2.5,2.0,0.0455,True,Bulgaria_CSL_mens.csv,2.5
1972,1976,-1.0,0.0,-4.5,-1.414,0.1573,False,Bulgaria_CSL_mens.csv,4.5
1976,1980,5.0,3.0,15.75,8.083,0.0,True,Bulgaria_CSL_mens.csv,15.75
1988,1992,1.0,1.0,4.08,1.362,0.17322,False,Bulgaria_CSL_mens.csv,4.08
1992,1996,-3.0,1.0,-3.15,-1.051,0.2932,False,Bulgaria_CSL_mens.csv,3.15
1996,2000,1.0,0.0,2.33,0.866,0.38648,False,Bulgaria_CSL_mens.csv,2.33
2000,2004,-2.0,0.0,-3.33,-2.449,0.01431,True,Bulgaria_CSL_mens.csv,3.33
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Bulgaria_CSL_mens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Poland_DIV_womens.csv,0.0
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Latvia_VBV_womens.csv,0.0
2000,2004,-1.0,0.0,-2.0,0.0,1.0,False,Canada_TKW_womens.csv,2.0
2004,2008,0.0,1.0,2.0,0.0,1.0,False,Canada_TKW_womens.csv,2.0
2020,2024,1.0,0.0,2.0,0.0,1.0,False,Canada_TKW_womens.csv,2.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,United_States_BOX_womens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Bulgaria_ROW_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Bulgaria_ROW_mens.csv,0.0
1976,1980,1.0,3.0,7.58,2.149,0.03166,True,Bulgaria_ROW_mens.csv,7.58
1980,1988,0.0,0.0,0.0,0.0,1.0,False,Bulgaria_ROW_mens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Bulgaria_ROW_mens.csv,0.0
2004,2008,-1.0,0.0,-2.0,0.0,1.0,False,Bulgaria_ROW_mens.csv,2.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Canada_BDM_mens.csv,0.0
2000,2008,0.0,0.0,0.0,0.0,1.0,False,Canada_BDM_mens.csv,0.0
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Canada_BDM_mens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Tanzania_BOX_mens.csv,0.0
1980,1984,0.0,0.0,0.0,0.0,1.0,False,Tanzania_BOX_mens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Tanzania_BOX_mens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Tanzania_BOX_mens.csv,0.0
1980,1988,0.0,0.0,0.0,0.0,1.0,False,Ecuador_ATH_womens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Ecuador_ATH_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Ecuador_ATH_womens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Ecuador_ATH_womens.csv,0.0
2016,2020,0.0,0.0,0.0,0.0,1.0,False,Ecuador_ATH_womens.csv,0.0
2020,2024,1.0,0.0,3.67,1.225,0.22067,False,Ecuador_ATH_womens.csv,3.67
2020,2024,0.0,0.0,0.0,0.0,1.0,False,France_SKB_mens.csv,0.0
1908,1920,-1.0,6.0,-9.6,-4.743,0.0,True,United_Kingdom_BOX_mens.csv,9.6
1920,1924,0.0,3.0,3.2,1.936,0.05281,False,United_Kingdom_BOX_mens.csv,3.2
1952,1956,1.0,4.0,11.67,8.66,0.0,True,United_Kingdom_BOX_mens.csv,11.67
1956,1960,0.0,2.0,2.22,1.604,0.10881,False,United_Kingdom_BOX_mens.csv,2.22
1960,1964,-1.0,0.0,-8.0,0.0,1.0,False,United_Kingdom_BOX_mens.csv,8.0
1984,1988,0.0,1.0,1.14,1.08,0.28009,False,United_Kingdom_BOX_mens.csv,1.14
2016,2020,1.0,3.0,10.5,7.348,0.0,True,United_Kingdom_BOX_mens.csv,10.5
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Andorra_CTR_mens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Poland_SWM_womens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Poland_SWM_womens.csv,0.0
2000,2004,1.0,0.0,2.0,0.0,1.0,False,Poland_SWM_womens.csv,2.0
2004,2008,-2.0,0.0,-7.0,0.0,1.0,False,Poland_SWM_womens.csv,7.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Poland_SWM_womens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Poland_SWM_womens.csv,0.0
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Poland_SWM_womens.csv,0.0
2004,2008,0.0,2.0,4.0,0.0,1.0,False,China_WLF_womens.csv,4.0
2020,2024,0.0,1.0,3.0,0.0,1.0,False,China_WLF_womens.csv,3.0
1996,2000,1.0,0.0,3.0,1.414,0.1573,False,Georgia_JUD_mens.csv,3.0
2000,2004,1.0,1.0,4.9,1.767,0.07729,False,Georgia_JUD_mens.csv,4.9
2004,2008,-1.0,1.0,-0.58,-0.24,0.81063,False,Georgia_JUD_mens.csv,0.58
2008,2012,0.0,1.0,1.17,1.095,0.27332,False,Georgia_JUD_mens.csv,1.17
2012,2016,1.0,0.0,1.75,0.756,0.44969,False,Georgia_JUD_mens.csv,1.75
2016,2020,1.0,2.0,6.3,2.164,0.03048,True,Georgia_JUD_mens.csv,6.3
2020,2024,-2.0,1.0,0.7,0.221,0.8252,False,Georgia_JUD_mens.csv,0.7
1960,1964,0.0,0.0,0.0,0.0,1.0,False,Bulgaria_ATH_womens.csv,0.0
1964,1968,0.0,0.0,0.0,0.0,1.0,False,Bulgaria_ATH_womens.csv,0.0
1968,1972,2.0,2.0,17.31,11.531,0.0,True,Bulgaria_ATH_womens.csv,17.31
1972,1976,0.0,2.0,2.8,0.533,0.59429,False,Bulgaria_ATH_womens.csv,2.8
1976,1980,-2.0,0.0,-7.14,-1.247,0.21232,False,Bulgaria_ATH_womens.csv,7.14
1980,1988,1.0,2.0,8.4,1.864,0.0623,False,Bulgaria_ATH_womens.csv,8.4
1988,1992,-1.0,0.0,-1.25,-0.544,0.58621,False,Bulgaria_ATH_womens.csv,1.25
1992,1996,1.0,0.0,3.67,1.225,0.22067,False,Bulgaria_ATH_womens.csv,3.67
1996,2000,0.0,1.0,1.44,1.061,0.28884,False,Bulgaria_ATH_womens.csv,1.44
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Bulgaria_ATH_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Bulgaria_ATH_womens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Bulgaria_ATH_womens.csv,0.0
2012,2016,0.0,1.0,2.0,1.225,0.22067,False,Bulgaria_ATH_womens.csv,2.0
2016,2020,-1.0,0.0,-1.33,-1.225,0.22067,False,Bulgaria_ATH_womens.csv,1.33
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Bulgaria_ATH_womens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Puerto_Rico_JUD_womens.csv,0.0
1976,1984,0.0,0.0,0.0,0.0,1.0,False,Indonesia_ARC_mens.csv,0.0
1988,1996,0.0,0.0,0.0,0.0,1.0,False,Argentina_HOC_womens.csv,0.0
1996,2000,7.0,8.0,30.0,0.0,1.0,False,Argentina_HOC_womens.csv,30.0
2000,2004,0.0,5.0,15.0,0.0,1.0,False,Argentina_HOC_womens.csv,15.0
2004,2008,0.0,6.0,15.0,0.0,1.0,False,Argentina_HOC_womens.csv,15.0
2008,2012,0.0,11.0,15.0,0.0,1.0,False,Argentina_HOC_womens.csv,15.0
2012,2016,-7.0,0.0,-16.0,0.0,1.0,False,Argentina_HOC_womens.csv,16.0
2016,2020,1.0,17.0,36.0,0.0,1.0,False,Argentina_HOC_womens.csv,36.0
2020,2024,0.0,8.0,16.0,0.0,1.0,False,Argentina_HOC_womens.csv,16.0
1960,1964,0.0,0.0,0.0,0.0,1.0,False,Austria_MPN_mens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Austria_MPN_mens.csv,0.0
1936,1948,0.0,0.0,0.0,0.0,1.0,False,Yugoslavia_WPO_mens.csv,0.0
1948,1952,5.0,4.0,18.0,0.0,1.0,False,Yugoslavia_WPO_mens.csv,18.0
1952,1956,0.0,4.0,8.0,0.0,1.0,False,Yugoslavia_WPO_mens.csv,8.0
1956,1960,-3.0,0.0,-8.0,0.0,1.0,False,Yugoslavia_WPO_mens.csv,8.0
1960,1964,5.0,6.0,22.0,0.0,1.0,False,Yugoslavia_WPO_mens.csv,22.0
1964,1968,0.0,6.0,11.0,0.0,1.0,False,Yugoslavia_WPO_mens.csv,11.0
1968,1972,-7.0,0.0,-11.0,0.0,1.0,False,Yugoslavia_WPO_mens.csv,11.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Yugoslavia_WPO_mens.csv,0.0
1976,1980,3.0,8.0,22.0,0.0,1.0,False,Yugoslavia_WPO_mens.csv,22.0
1980,1984,0.0,10.0,13.0,0.0,1.0,False,Yugoslavia_WPO_mens.csv,13.0
1984,1988,0.0,7.0,13.0,0.0,1.0,False,Yugoslavia_WPO_mens.csv,13.0
2020,2024,0.0,0.0,0.0,0.0,1.0,False,France_OWS_mens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,France_TRI_womens.csv,0.0
2016,2020,1.0,1.0,4.0,0.0,1.0,False,France_TRI_womens.csv,4.0
2020,2024,-1.0,0.0,-1.5,-1.414,0.1573,False,France_TRI_womens.csv,1.5
1920,1924,1.0,1.0,9.14,8.641,0.0,True,Estonia_WRF_mens.csv,9.14
1924,1928,2.0,0.0,2.4,1.414,0.1573,False,Estonia_WRF_mens.csv,2.4
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Estonia_WRF_mens.csv,0.0
1948,1952,0.0,0.0,0.0,0.0,1.0,False,Egypt_GAR_mens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Belarus_WRF_womens.csv,0.0
2012,2016,0.0,1.0,2.0,0.0,1.0,False,Belarus_WRF_womens.csv,2.0
2020,2024,0.0,0.0,0.0,0.0,1.0,False,United_States_BMF_mens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,North_Korea_DIV_mens.csv,0.0
1976,1980,1.0,1.0,6.25,5.774,0.0,True,North_Korea_WLF_mens.csv,6.25
1996,2000,-1.0,0.0,-2.0,0.0,1.0,False,North_Korea_WLF_mens.csv,2.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,North_Korea_WLF_mens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,North_Korea_WLF_mens.csv,0.0
1908,1912,-2.0,0.0,-4.0,-1.732,0.08326,False,United_Kingdom_WRF_mens.csv,4.0
1912,1920,0.0,2.0,3.33,1.732,0.08326,False,United_Kingdom_WRF_mens.csv,3.33
1920,1924,1.0,0.0,2.8,1.118,0.26355,False,United_Kingdom_WRF_mens.csv,2.8
1924,1928,0.0,1.0,2.0,1.225,0.22067,False,United_Kingdom_WRF_mens.csv,2.0
1936,1948,0.0,0.0,0.0,0.0,1.0,False,United_Kingdom_WRF_mens.csv,0.0
1948,1952,1.0,0.0,1.5,1.155,0.24821,False,United_Kingdom_WRF_mens.csv,1.5
1952,1956,-1.0,0.0,-2.0,-1.414,0.1573,False,United_Kingdom_WRF_mens.csv,2.0
1956,1960,0.0,0.0,0.0,0.0,1.0,False,United_Kingdom_WRF_mens.csv,0.0
1960,1964,0.0,0.0,0.0,0.0,1.0,False,United_Kingdom_WRF_mens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,United_Kingdom_WRF_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,United_Kingdom_WRF_mens.csv,0.0
1976,1980,0.0,0.0,0.0,0.0,1.0,False,United_Kingdom_WRF_mens.csv,0.0
1980,1984,0.0,1.0,1.75,1.155,0.24821,False,United_Kingdom_WRF_mens.csv,1.75
1984,1988,-1.0,0.0,-3.0,-1.414,0.1573,False,United_Kingdom_WRF_mens.csv,3.0
1980,1996,0.0,0.0,0.0,0.0,1.0,False,Kuwait_HBL_mens.csv,0.0
1956,1960,0.0,0.0,0.0,0.0,1.0,False,Australia_GAR_mens.csv,0.0
1960,1964,0.0,0.0,0.0,0.0,1.0,False,Australia_GAR_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Australia_GAR_mens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Australia_GAR_mens.csv,0.0
1968,1972,2.0,4.0,12.6,6.39,0.0,True,West_Germany_EVE_mens.csv,12.6
1972,1976,0.0,8.0,10.0,0.0,1.0,False,West_Germany_EVE_mens.csv,10.0
1976,1984,0.0,8.0,10.0,0.0,1.0,False,West_Germany_EVE_mens.csv,10.0
1984,1988,0.0,7.0,10.0,0.0,1.0,False,West_Germany_EVE_mens.csv,10.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Dominica_ATH_mens.csv,0.0
1980,1984,0.0,0.0,0.0,0.0,1.0,False,Iraq_FBL_mens.csv,0.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Iraq_FBL_mens.csv,0.0
1964,1968,0.0,0.0,0.0,0.0,1.0,False,Mexico_FBL_mens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Mexico_FBL_mens.csv,0.0
2004,2012,1.0,15.0,32.0,0.0,1.0,False,Mexico_FBL_mens.csv,32.0
2012,2016,-1.0,0.0,-18.0,0.0,1.0,False,Mexico_FBL_mens.csv,18.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,South_Korea-2_BDM_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,South_Korea-2_BDM_womens.csv,0.0
1976,1984,0.0,0.0,0.0,0.0,1.0,False,United_States_Virgin_Islands_SWM_womens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Kenya_ATH_womens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Kenya_ATH_womens.csv,0.0
1992,1996,1.0,0.0,3.0,1.225,0.22067,False,Kenya_ATH_womens.csv,3.0
1996,2000,1.0,0.0,1.5,1.095,0.27332,False,Kenya_ATH_womens.csv,1.5
2000,2004,0.0,2.0,2.44,1.604,0.10881,False,Kenya_ATH_womens.csv,2.44
2004,2008,1.0,4.0,10.52,1.535,0.12488,False,Kenya_ATH_womens.csv,10.52
2008,2012,0.0,2.0,2.57,0.391,0.69607,False,Kenya_ATH_womens.csv,2.57
2012,2016,2.0,3.0,10.72,1.905,0.05684,False,Kenya_ATH_womens.csv,10.72
2016,2020,0.0,4.0,4.5,0.489,0.62507,False,Kenya_ATH_womens.csv,4.5
2020,2024,1.0,3.0,7.5,1.357,0.17489,False,Kenya_ATH_womens.csv,7.5
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Netherlands-1_VBV_womens.csv,0.0
1928,1936,0.0,0.0,0.0,0.0,1.0,False,Czechoslovakia_ROW_mens.csv,0.0
1952,1956,-3.0,0.0,-8.25,-3.464,0.00053,True,Czechoslovakia_ROW_mens.csv,8.25
1956,1960,4.0,7.0,30.56,12.087,0.0,True,Czechoslovakia_ROW_mens.csv,30.56
1960,1964,1.0,4.0,10.71,2.009,0.04454,True,Czechoslovakia_ROW_mens.csv,10.71
1964,1968,-1.0,0.0,-7.5,-1.414,0.1573,False,Czechoslovakia_ROW_mens.csv,7.5
1968,1972,4.0,4.0,18.0,3.85,0.00012,True,Czechoslovakia_ROW_mens.csv,18.0
