Country Code,Gender,Event,bronze,silver,gold,total athletes
ISR,F,BDM,0,0,0,1
PUR,F,TTE,0,0,0,2
BOL,F,ATH,0,0,0,1
CHN,M,TRI,0,0,0,0
ISR,F,EJP,0,0,0,3
KOR,F,HBL,0,0,0,0
VEN,M,CTR,0,0,0,0
NED,M,ART,0,0,0,0
USA,F,VBV,0,0,2,4
URU,M,EVE,0,0,0,0
GBR,F,FEN,0,0,0,0
NED,M,CTR,1,0,4,11
SLO,F,GLF,0,0,0,1
MDA,M,JUD,0,0,0,0
VEN,M,ART,0,0,0,0
NOR,M,EVE,0,0,0,0
NAM,M,WRF,0,0,0,0
SRB,F,ATH,0,0,0,3
ISV,F,ATH,0,0,0,0
KEN,F,SWM,0,0,0,1
RUS,F,VBV,0,0,0,0
CPV,F,TKW,0,0,0,0
MLI,M,FBL,0,0,0,0
ESP,F,TRI,0,0,0,4
SUI,M,IHO,0,0,0,0
TCH,M,BDM,0,0,0,0
FRA,M,SAL,0,0,0,0
BEL,M,FBL,0,0,0,0
GBR,M,SAL,0,0,0,0
NOR,M,SAL,0,0,0,0
AUS,M,KTE,0,0,0,1
UKR,M,GAR,0,0,0,31
GER,F,VBV,0,0,0,4
UAR,M,DIV,0,0,0,0
SSD,M,ATH,0,0,0,1
CHN,F,BDM,0,0,0,0
ARG,M,TEN,0,0,0,9
GBR,M,FSK,0,0,0,0
UAR,M,WLF,0,0,0,0
CHN,F,TRI,0,0,0,1
TCH,F,ATH,0,0,0,0
IRL,F,EDR,0,0,0,1
FRA,M,SAL,0,0,0,0
GBR,M,SAL,0,0,0,0
NOR,F,GLF,0,0,0,1
HUN,F,TEN,0,0,0,0
USA,M,SRF,0,0,0,2
GBR,M,HOC,0,0,0,0
ESP,M,SWM,0,0,0,4
DEN,M,MPN,0,0,0,0
POL,F,MPN,0,0,0,0
VEN,M,SWM,0,0,0,4
DOM,M,JUD,0,0,0,1
NED,M,SWM,0,2,0,16
DEN,F,TRI,0,0,0,0
FRA,F,WLF,0,0,0,3
NOR,M,SAL,0,0,0,0
ITA,M,GAR,0,0,0,1
NRU,M,WLF,0,0,0,0
POR,F,EJP,0,0,0,1
KOR,M,JUD,2,1,0,13
POR,F,BDM,0,0,0,0
SKN,M,ATH,0,0,0,0
POL,F,ATH,0,5,7,35
NZL,M,SAL,0,0,0,0
FSM,M,ATH,0,0,0,0
NAM,M,BOX,0,0,0,0
HUN,M,FEN,4,1,1,8
GBR,F,FSK,0,0,0,0
TUR,M,GAR,0,0,0,0
CZE,F,TTE,0,0,0,1
ALG,M,HBL,0,0,0,0
BUL,F,SWM,0,0,0,2
POL,M,TEN,0,0,0,5
MEX,F,GLF,0,0,0,2
BLR,F,GRY,1,0,0,6
NZL,M,TRI,1,0,0,4
GUM,M,JUD,0,0,0,1
THA,M,ARC,0,0,0,0
HUN,M,TTE,0,0,0,2
ESP,F,ARC,0,0,0,2
EGY,M,KTE,0,0,0,2
USA,F,SAL,0,0,0,5
URU,F,SHO,0,0,0,0
USA,M,TEN,0,0,0,0
SWE,M,EVE,0,0,0,0
CYP,F,SAL,0,0,0,2
ZIM,M,HOC,0,0,0,0
GRE,F,FBL,0,0,0,0
BRA,M,CSL,0,0,0,1
ECU,M,EDR,0,0,0,0
BRA,M,ROW,0,0,0,1
FRG,F,CTR,0,0,0,0
FRA,M,FBL,0,0,0,0
USA,M,POL,0,0,0,0
SEN,F,SHO,0,0,0,1
TUN,F,ROW,0,0,0,2
URU,M,FBL,0,0,0,0
HAI,M,ART,0,0,0,0
BUL,F,DIV,0,0,0,0
SVK,F,TEN,0,0,0,0
CHN,F,ARC,0,0,0,7
AZE,F,ATH,0,0,0,1
RSA,M,BMX,0,0,0,1
KOR,M,TTE,0,0,0,0
ROU,M,SHO,0,0,0,0
CAN,M,ROW,0,0,0,7
ISV,M,SWM,0,0,0,0
NEP,M,WLF,0,0,0,0
CAN,M,CSL,0,0,0,0
FRG,F,TTE,0,0,0,0
DEN,F,ARC,0,0,0,0
FRA,M,EJP,0,0,0,6
ECU,F,SWM,0,0,0,2
BUL,M,BDM,0,0,0,0
TTO,M,ATH,0,0,0,12
CZE,F,CTR,0,0,0,0
CHI,M,JUD,0,0,0,0
FRG,M,TTE,0,0,0,0
AUS,F,SWA,0,0,0,6
SUI,M,JUD,0,0,0,1
EUN,M,FEN,0,0,0,0
AFG,M,SWM,0,0,0,1
GBR,M,LAX,0,0,0,0
CZE,F,TEN,0,0,0,0
EUN,M,TTE,0,0,0,0
UAE,M,EJP,0,0,0,0
BLR,F,FEN,0,0,0,0
TUR,F,VVO,0,0,0,12
CHN,M,WPO,0,0,0,0
MNE,F,HBL,0,0,0,14
AUS,M,SAL,0,0,0,0
COL,M,ATH,0,1,0,19
NED,M,MTB,0,0,0,2
TPE,F,TTE,0,0,0,0
ROU,M,SAL,0,0,0,0
BEL,M,EVE,0,0,0,0
DOM,M,EJP,0,0,0,1
VIE,M,TKW,0,0,0,0
MOZ,F,ATH,0,0,0,0
KAZ,F,ATH,0,0,0,8
PUR,M,VBV,0,0,0,0
ESP,F,CSL,0,1,0,2
SLE,M,WLF,0,0,0,0
VNM,M,ATH,0,0,0,0
BEN,M,BOX,0,0,0,0
UKR,M,ARC,0,0,0,2
SVK,M,FBL,0,0,0,0
AUT,F,EJP,0,0,0,0
FIJ,M,ARC,0,0,0,0
JAM,F,EVE,0,0,0,0
ESP,M,MTB,1,0,0,2
USA,M,BK3,0,0,0,0
AUT,F,BDM,0,0,0,0
IRQ,F,ARC,0,0,0,0
USA,F,BKG,0,0,0,0
LAT,M,VBV,0,0,0,0
TUR,M,BOX,0,0,0,3
NOR,M,FBL,0,0,0,0
HKG,M,SWM,0,0,0,2
CHN,F,CSL,0,0,0,2
NZL,F,CLB,0,0,0,0
KIR,M,WLF,0,0,0,1
TPE,F,EJP,0,0,0,1
ARM,M,GAR,0,0,0,0
ISV,M,CTR,0,0,0,0
TPE,F,BDM,0,1,0,1
EGY,F,MPN,0,0,0,2
VEN,F,SBL,0,0,0,0
UZB,F,CSP,0,0,0,4
GRE,M,TEN,0,0,0,2
LIE,M,GAR,0,0,0,0
CZE,F,CRD,0,0,0,0
HAI,M,SWM,0,0,0,1
RUS,M,TEN,0,0,0,0
FRA,M,IHO,0,0,0,0
DEN,F,CSL,0,0,0,0
FIJ,F,ATH,0,0,0,0
IRL,F,MPN,0,0,0,0
UAR,M,ROW,0,0,0,0
JPN,F,SHO,0,0,0,10
GER,F,SAL,1,2,0,6
MAS,M,BOX,0,0,0,0
CRO,F,JUD,0,0,0,3
ITA,M,ARC,0,0,0,0
TUR,F,FEN,0,0,0,1
AHO,F,ATH,0,0,0,0
POL,F,EDR,0,0,0,0
GBR,M,SAL,0,0,0,0
JPN,F,JUD,1,6,4,11
BRA,F,ROW,0,0,0,0
PHI,F,EVE,0,0,0,0
ANG,M,SAL,0,0,0,1
CRO,F,SHO,0,0,0,3
GER,M,SAL,0,0,0,0
YUG,M,ROW,0,0,0,0
GBR,M,SKB,0,0,0,0
GRE,M,FBL,0,0,0,0
YUG,M,CSL,0,0,0,0
RSA,M,MPN,0,0,0,0
SEN,M,BKB,0,0,0,0
TUR,M,SAL,0,0,0,0
ITA,M,TEN,0,0,0,0
POR,M,SHO,0,0,0,1
LAT,M,MTB,0,0,0,0
GER,M,BKB,0,0,0,12
PLW,M,WRF,0,0,0,0
BRN,M,BOX,0,0,0,1
AUT,M,FBL,0,0,0,0
SWE,F,CSL,0,0,0,0
AUS,F,EJP,0,0,0,4
LCA,F,SAL,0,0,0,1
AUS,F,BDM,0,0,0,4
GER,M,TKW,0,0,0,1
MAD,M,ATH,0,0,0,1
NCA,F,SWM,0,0,0,1
MDV,M,BDM,0,0,0,0
GBR,M,OWS,0,0,0,1
VIE,F,ROW,0,0,0,2
LAT,F,CSL,0,0,0,0
CAN,M,SAL,0,0,0,0
SEN,M,TKW,0,0,0,0
BOL,M,TEN,0,0,0,1
FRA,F,SAL,1,0,0,5
THA,M,ATH,0,0,0,1
BUL,M,WPO,0,0,0,0
CZE,M,VBV,0,0,0,2
NOR,F,WRF,0,0,0,0
CRC,M,SWM,0,0,0,1
FRA,M,BOX,0,0,0,3
SLO,M,SWM,0,0,0,0
BHU,M,SWM,0,0,0,1
LBN,M,TEN,0,0,0,0
ESP,M,VBV,0,0,0,0
SWE,M,SAL,0,1,0,3
MEX,M,VBV,0,0,0,2
KUW,M,TKW,0,0,0,0
RSA,F,ATH,0,0,0,4
SWE,M,SAL,0,0,0,0
ITA,M,ATH,0,0,7,46
USA,M,SWM,0,0,0,0
TPE,M,CRD,0,0,0,1
IRI,M,VVO,0,0,0,10
CHN,M,BDM,0,4,1,6
DOM,F,JUD,0,0,0,0
KOR,M,BOX,0,0,0,0
KOR,F,MPN,0,0,0,0
AUT,F,SWA,0,0,0,2
DOM,M,BOX,0,0,0,5
GBR,F,SAL,0,0,0,0
CMR,F,TTE,0,0,0,0
MDA,M,WLF,0,0,0,1
CHI,M,WRF,0,0,0,1
SUI,M,WRF,0,0,0,1
MNE,F,ATH,0,0,0,1
DEN,M,SAL,0,0,0,0
SEN,F,JUD,0,0,0,0
SWE,M,SHO,0,0,0,1
USA,M,FBL,0,0,0,0
KAZ,F,HBL,0,0,0,0
CZE,M,FEN,0,0,0,0
KAZ,M,CRD,0,0,0,4
FRA,M,SAL,0,0,0,0
FIN,F,WRF,0,0,0,0
SWE,F,ARC,0,0,0,0
FIJ,M,ATH,0,0,0,1
FRG,M,MPN,0,0,0,0
ANG,M,SHO,0,0,0,0
TCH,M,CSL,0,0,0,0
UKR,M,ATH,0,0,0,12
GUA,M,MPN,0,0,0,1
GUM,M,WRF,0,0,0,0
SLO,M,CTR,0,0,0,0
COL,M,ARC,0,0,0,2
CRC,M,CTR,0,0,0,0
SEY,M,SAL,0,0,0,0
PER,M,MPN,0,0,0,0
URS,M,ROW,0,0,0,3
NED,F,GAR,0,0,0,6
POR,M,SAL,0,0,0,3
FRA,F,BKG,0,0,0,0
RUS,M,CSL,0,0,0,2
CHA,F,ARC,0,0,0,1
SWE,M,SAL,0,0,0,0
GER,M,SAL,0,0,0,0
RSA,M,BMF,0,0,0,0
KOR,M,WRF,0,0,0,2
ITA,M,GLF,0,0,0,2
GBR,F,SKB,1,0,0,2
DOM,M,WRF,0,0,0,0
LES,M,BOX,0,0,0,0
CRO,M,TEN,0,1,2,4
NOR,F,VBV,0,0,0,0
COL,F,TTE,0,0,0,0
SUI,M,BOX,0,0,0,0
BAH,M,SAL,0,0,0,0
CHI,M,BOX,0,0,0,0
GRE,M,GTR,0,0,0,0
POL,M,CSL,0,0,0,0
EUN,F,FEN,0,0,0,0
JPN,M,SAL,0,0,0,0
UZB,M,SHO,0,0,0,0
ECU,F,EVE,0,0,0,0
DOM,F,TEN,0,0,0,0
HUN,M,BKB,0,0,0,0
BEL,M,POL,0,0,0,0
FRA,F,VBV,0,0,0,0
CIV,F,HBL,0,0,0,0
ASA,M,SWM,0,0,0,1
CUB,M,SAL,0,0,0,0
YUG,M,DIV,0,0,0,0
FIN,M,BDM,0,0,0,1
LAT,M,SWM,0,0,0,1
HUN,M,TKW,0,0,0,1
VAN,M,ATH,0,0,0,0
SWE,F,TRI,0,0,0,0
YUG,M,WLF,0,0,0,0
EUN,F,GRY,0,0,0,0
ISR,F,SWA,0,0,0,2
BUL,F,EVE,0,0,0,0
EUN,F,VVO,0,0,0,0
EUN,M,BKB,0,0,0,0
NIG,M,ROW,0,0,0,0
GER,F,WLF,0,0,0,2
CAN,F,GAR,0,0,0,12
CAN,M,BDM,0,0,0,0
NGR,M,FBL,0,0,0,0
COD,M,ATH,0,0,0,1
GUM,M,BOX,0,0,0,0
EST,M,SAL,0,0,0,0
IRL,M,TEN,0,0,0,0
MHL,F,SWM,0,0,0,0
COL,F,CTR,0,0,0,0
SYR,M,CTR,0,0,0,0
TUR,M,ATH,0,0,0,0
AUT,M,EVE,0,0,0,0
POL,F,MTB,0,0,0,1
IRI,M,SHO,0,0,1,5
MAS,M,JUD,0,0,0,0
THA,F,SKB,0,0,0,0
EOR,F,SHO,0,0,0,0
GER,M,EVE,0,0,0,0
MDA,M,WRF,0,0,0,0
ITA,F,CSP,0,0,0,2
USA,M,EVE,0,0,0,2
HKG,F,BDM,0,0,0,2
TCH,M,WPO,0,0,0,0
COL,F,BMX,0,1,0,1
HKG,F,FEN,0,0,0,0
GER,F,TTE,0,0,0,0
HUN,F,WRF,0,0,0,0
RSA,F,MPN,0,0,0,0
URS,M,DIV,2,0,0,8
BAR,F,ATH,0,0,0,3
RSA,M,VBV,0,0,0,0
SWE,M,VVO,0,0,0,0
BEL,M,BK3,0,0,0,4
LIE,M,ATH,0,0,0,0
MEX,F,WRF,0,0,0,1
USA,F,WLF,1,1,0,4
JPN,F,RU7,0,0,0,11
AUS,F,BKB,0,0,0,7
UKR,F,CSP,1,2,0,14
RUS,M,WLF,0,0,0,1
CAY,F,SWM,0,0,0,1
IVB,M,SAL,0,0,0,0
ESP,F,BOX,0,0,0,0
JPN,F,TEN,0,0,0,5
VIN,F,SWM,0,0,0,1
RUS,M,SAL,0,0,0,0
JAM,F,DIV,0,0,0,0
ARM,M,ATH,0,0,0,0
BRA,F,VBV,0,0,0,0
ARU,F,SWM,0,0,0,0
GBR,F,ART,0,0,0,0
BRN,M,WRF,0,0,0,0
TUR,M,JUD,0,0,0,4
VIE,M,TTE,0,0,0,0
MDA,M,CSL,0,0,0,0
VIE,M,FEN,0,0,0,0
BEN,M,JUD,0,0,0,1
ISV,F,SWM,0,0,0,1
URS,F,HOC,0,0,0,0
CUB,F,CSP,0,0,0,4
LAT,M,ART,0,0,0,0
HAI,F,SWM,0,0,0,1
MYA,F,WLF,0,0,0,0
LAT,M,CTR,0,0,0,0
CHN,F,BOX,0,2,0,3
UGA,M,TTE,0,0,0,0
COL,M,GAR,0,0,0,0
SYR,M,SWM,0,0,0,1
GBR,F,FSK,0,0,0,0
SGP,F,BDM,0,0,0,1
NZL,M,BDM,0,0,0,0
CZE,M,MPN,0,0,0,1
FRA,M,WRF,0,0,0,0
GBR,M,ROW,0,0,0,0
BDI,F,BOX,0,0,0,1
TCH,F,HBL,0,0,0,0
THA,M,GLF,0,0,0,2
FRA,M,SAL,0,0,0,0
JAM,F,SWM,0,0,0,0
MEX,M,MPN,0,0,0,2
CZE,F,SWM,0,0,0,0
CRC,F,ATH,0,0,0,2
SGP,M,HOC,0,0,0,0
BRA,M,WRF,0,0,0,0
CUB,M,GAR,0,0,0,0
RSA,M,TEN,0,0,0,0
ECU,M,CTR,0,0,0,0
TUR,F,MPN,0,0,0,1
CUB,F,TKW,0,0,0,0
EOR,F,JUD,0,0,0,6
LTU,M,SWM,0,0,0,8
USA,M,GAR,0,0,0,0
ARG,M,SAL,0,0,0,0
ESP,M,HBL,16,0,0,16
MAS,M,WLF,0,0,0,0
MEX,F,CRD,0,0,0,1
IRL,F,FEN,0,0,0,0
GER,F,BKB,0,0,0,0
MAS,M,DIV,0,0,0,0
ROU,F,CSL,0,0,0,0
SWZ,F,SWM,0,0,0,0
EUN,F,HBL,0,0,0,0
EGY,F,FEN,0,0,0,7
CIV,F,SWM,0,0,0,1
CHI,F,DIV,0,0,0,0
EST,M,BDM,0,0,0,0
VEN,F,GAR,0,0,0,0
RUS,M,JUD,2,0,0,11
PER,F,VVO,0,0,0,0
EGY,F,GRY,0,0,0,6
UZB,M,FBL,0,0,0,0
PER,F,FEN,0,0,0,1
IVB,F,SWM,0,0,0,0
LAO,M,JUD,0,0,0,0
CAN,F,SRF,0,0,0,0
CIV,F,FEN,0,0,0,0
ITA,F,TKW,0,0,0,0
TUR,M,DIV,0,0,0,0
BOL,M,ATH,0,0,0,1
PHI,M,FEN,0,0,0,0
NOR,M,ROW,0,0,0,0
TUR,M,WLF,0,0,0,1
ANZ,M,SWM,0,0,0,0
GBR,F,ATH,4,1,0,37
COD,F,BKB,0,0,0,0
MEX,F,EVE,0,0,0,0
CZE,M,CSP,2,0,0,7
POR,M,EVE,0,0,0,0
ISR,F,SAL,0,0,0,4
JPN,F,WPO,0,0,0,13
HUN,F,EVE,0,0,0,0
CAN,M,WRF,0,0,0,2
THA,M,TEN,0,0,0,0
TUV,M,ATH,0,0,0,1
IRI,F,ATH,0,0,0,1
SOL,M,ATH,0,0,0,0
POR,F,BKG,0,0,0,0
GBR,M,ROW,0,0,0,0
UKR,F,TKW,0,0,0,0
CHI,F,SWM,0,0,0,2
CUB,F,VBV,0,0,0,0
HON,F,ATH,0,0,0,0
SLE,M,BOX,0,0,0,0
POL,M,ARC,0,0,0,2
LIB,M,ATH,0,0,0,1
FRA,M,SAL,0,0,0,0
CIV,M,ATH,0,0,0,1
BLR,F,MPN,0,0,0,2
LIB,F,SHO,0,0,0,0
TCH,F,GRY,0,0,0,0
ITA,M,TEN,0,0,0,4
SVK,F,TEN,0,0,0,0
BUL,F,WRF,2,0,0,4
CAN,F,EVE,0,0,0,0
ECU,M,SWM,0,0,0,2
COL,F,BMF,0,0,0,0
TCH,F,VVO,0,0,0,0
LTU,M,CTR,0,0,0,0
GBR,F,EDR,3,0,0,4
GRE,M,ARC,0,0,0,0
ROU,F,ARC,0,0,0,1
ISV,F,FEN,0,0,0,0
BLR,M,BDM,0,0,0,0
GRE,M,ROW,0,0,0,0
FRA,M,SAL,0,0,0,0
NEP,M,BOX,0,0,0,0
CZE,F,GLF,0,0,0,0
AUS,M,SAL,0,0,0,0
ARG,M,GAR,0,0,0,0
GUM,F,ATH,0,0,0,1
MGL,M,ARC,0,0,0,2
JOR,F,SHO,0,0,0,1
KSA,F,TKW,0,0,0,0
THA,F,ATH,0,0,0,0
USA,F,BKB,0,0,7,7
UKR,M,TEN,0,0,0,0
USA,M,VVO,0,0,0,4
AUS,F,WLF,0,0,0,3
INA,M,BDM,0,0,0,0
TPE,M,KTE,0,0,0,1
TUN,F,TEN,0,0,0,0
UAR,M,WRF,0,0,0,0
MRI,F,CTR,0,0,0,0
SRB,F,VVO,12,0,0,12
YUG,M,JUD,0,0,0,0
TCH,F,FEN,0,0,0,0
AUT,F,VBV,0,0,0,0
IND,F,GAR,0,0,0,5
SWE,M,EVE,0,0,0,2
POR,F,SAL,0,0,0,1
KAZ,M,KTE,1,0,0,3
ROC,F,OWS,0,0,0,1
QAT,F,TTE,0,0,0,0
MHL,M,SWM,0,0,0,1
SWE,F,TEN,0,0,0,0
YEM,M,GAR,0,0,0,0
IRI,M,FBL,0,0,0,0
IRL,M,GLF,0,0,0,2
ECU,F,WRF,0,0,0,2
ARU,M,ATH,0,0,0,0
CAN,F,TTE,0,0,0,0
TUR,M,ROW,0,0,0,1
CHN,F,GTR,0,1,1,2
AZE,F,GRY,0,0,0,6
MDA,M,JUD,0,0,0,2
CUB,M,ARC,0,0,0,0
POL,F,BDM,0,0,0,0
USA,M,SAL,0,0,0,4
FIN,F,EVE,0,0,0,0
USA,M,FBL,0,0,0,0
GRE,M,SAL,0,0,0,0
USA,M,GLF,0,0,0,0
CRO,M,ATH,0,0,0,1
BEN,M,ROW,0,0,0,1
SAM,F,ARC,0,0,0,0
FRA,F,CQT,0,0,0,0
POL,F,FEN,0,0,0,8
KGZ,F,JUD,0,0,0,0
GRE,M,SAL,0,0,0,0
AZE,M,GAR,0,0,0,7
IND,M,BKB,0,0,0,0
RSA,F,SKB,0,0,0,1
USA,F,EJP,0,2,0,4
AUT,M,SHO,0,0,0,1
USA,F,BDM,0,0,0,1
DJI,F,ATH,0,0,0,1
JPN,M,TKW,0,0,0,2
GEO,F,DIV,0,0,0,0
MON,M,TKW,0,0,0,0
MYA,F,BDM,0,0,0,1
MAS,M,CSL,0,0,0,0
JPN,M,BKB,0,0,0,12
NED,M,EDR,0,0,0,4
LBR,M,BOX,0,0,0,0
POL,F,GRY,0,0,0,0
CAF,M,ATH,0,0,0,1
MDV,F,TTE,0,0,0,0
CAY,M,CTR,0,0,0,0
FRA,F,SWA,0,0,0,2
ESP,F,GTR,0,0,0,0
USA,M,SAL,0,0,0,0
KOR,M,BKG,0,0,0,0
GDR,M,GAR,0,0,0,0
ITA,M,SAL,0,0,0,0
COL,M,GTR,0,0,0,1
POL,F,VVO,0,0,0,0
BLR,F,ATH,0,0,0,19
UAR,M,BOX,0,0,0,0
POR,M,FBL,0,0,0,0
KOR,F,CSL,0,0,0,0
BRN,F,SWM,0,0,0,1
ALG,M,CTR,0,0,0,0
MAS,F,ARC,0,0,0,2
BOH,F,TEN,0,0,0,0
JOR,M,ATH,0,0,0,0
VEN,M,SAL,0,0,0,0
SLO,F,CRD,0,0,0,1
TUN,F,JUD,0,0,0,3
OMA,F,SHO,0,0,0,0
AZE,F,FEN,0,0,0,1
ITA,M,ROW,0,0,0,0
POL,M,GAR,0,0,0,0
FIN,F,FSK,0,0,0,0
USA,F,SAL,0,0,0,0
SGP,F,WLF,0,0,0,0
BOH,M,SHO,0,0,0,0
SRI,M,SAL,0,0,0,0
GEO,F,SWM,0,0,0,1
ALG,F,TTE,0,0,0,0
FIN,F,CRD,0,0,0,0
FIN,M,SAL,0,0,0,0
IRL,M,ATH,0,0,0,8
ESP,M,EDR,0,0,0,4
PNG,M,SWM,0,0,0,1
GBR,F,MPN,0,0,1,2
GBR,M,BDM,0,0,0,3
BRA,M,BOX,1,0,1,4
CPV,F,JUD,0,0,0,0
YUG,F,TEN,0,0,0,0
BEL,F,GAR,0,0,0,18
IOA,M,SHO,0,0,0,0
TUR,F,SWM,0,0,0,0
VIE,F,SHO,0,0,0,0
SAM,F,CSL,0,0,0,0
ESP,M,BSB,0,0,0,0
NOR,F,EVE,0,0,0,0
NED,M,BSB,0,0,0,0
NIG,M,JUD,0,0,0,1
GRE,M,GAR,0,0,0,0
RHO,M,SHO,0,0,0,0
SRI,M,SHO,0,0,0,0
RSA,M,CSP,0,0,0,0
POR,F,VBV,0,0,0,0
KGZ,M,FEN,0,0,0,1
ARM,M,TEN,0,0,0,0
SRB,M,CRD,0,0,0,0
DEN,M,HOC,0,0,0,0
ROC,F,BK3,0,4,0,4
AUT,F,SAL,0,0,0,2
KAZ,F,FEN,0,0,0,0
KAZ,F,VVO,0,0,0,0
ALG,M,SWM,0,0,0,0
MKD,M,SHO,0,0,0,0
IRI,M,EVE,0,0,0,0
CAY,M,SWM,0,0,0,0
ASA,F,ATH,0,0,0,0
POR,M,SAL,0,0,0,0
MGL,M,GAR,0,0,0,0
ARG,M,ARC,0,0,0,0
BRA,F,SHO,0,0,0,0
LUX,F,SHO,0,0,0,0
NOR,F,CRD,0,0,0,3
KAZ,F,GRY,0,0,0,1
KOR,F,ARC,0,0,5,7
USA,M,SHO,1,0,1,12
SWE,M,FBL,0,0,0,0
TUR,F,ATH,0,0,0,6
SGP,F,TTE,0,0,0,0
AHO,F,FEN,0,0,0,0
NOR,F,FSK,0,0,0,0
CHN,M,TTE,0,0,0,0
ANG,F,BKB,0,0,0,0
AUT,M,SAL,0,0,0,2
RSA,F,ART,0,0,0,0
SWE,F,FBL,0,18,0,18
CAN,M,BOX,0,0,0,1
SUD,M,SWM,0,0,0,1
CHN,F,VBV,0,0,0,0
GER,F,EJP,0,0,0,0
MGL,F,SHO,0,0,0,7
GER,F,BDM,0,0,0,2
FIN,M,BOX,0,0,0,0
JPN,M,HBL,0,0,0,15
ALG,F,SHO,0,0,0,1
BUR,M,BOX,0,0,0,0
BIH,M,SHO,0,0,0,0
FRG,M,VVO,0,0,0,0
SAM,F,SAL,0,0,0,0
PNG,F,SWM,0,0,0,0
IRI,M,CLB,0,0,0,0
GBR,M,CTR,0,0,0,0
GBR,M,SAL,0,0,0,0
ESP,F,BDM,0,0,0,1
GRE,M,SAL,0,0,0,0
GEO,M,CSL,0,0,0,0
IRQ,M,SHO,0,0,0,0
MEX,M,SHO,0,0,0,4
NOR,F,ATH,0,0,0,4
HAI,M,TKW,0,0,0,0
HAI,F,FEN,0,0,0,0
AUT,F,CSL,0,0,0,2
AUS,M,VBV,0,0,0,0
HUN,F,MPN,1,0,0,2
CZE,M,SHO,0,1,1,8
BRA,F,BMX,0,0,0,1
MEX,F,MPN,0,0,0,2
CYP,M,GAR,0,0,0,0
UGA,M,SWM,0,0,0,1
AUS,F,TTE,0,0,0,0
CHN,M,WRF,1,0,0,5
TPE,F,CSL,0,0,0,1
EGY,M,GTR,0,0,0,1
CHN,F,BDM,0,3,2,8
MAS,F,SAL,0,0,0,3
HKG,M,TKW,0,0,0,0
FRA,F,FBL,0,0,0,0
KOS,F,BOX,0,0,0,1
BUL,M,JUD,0,0,0,0
TCH,M,IHO,0,0,0,0
SUI,M,BDM,0,0,0,0
COK,F,SWM,0,0,0,1
FRA,M,SAL,0,0,0,0
QAT,M,ARC,0,0,0,0
BEL,F,TKW,0,0,0,0
GBR,M,FSK,0,0,0,0
DEN,F,BDM,0,0,0,4
VIE,M,SWM,0,0,0,2
HKG,F,SWM,0,0,0,0
GER,M,TTE,0,0,0,0
POR,F,TRI,0,0,0,1
TLS,M,SWM,0,0,0,0
POR,M,VBV,0,0,0,0
FIN,F,EDR,0,0,0,0
SUR,M,CTR,0,0,0,2
CZE,M,MTB,0,0,0,0
PAK,M,WRF,0,0,0,0
GBR,F,PBT,0,0,0,0
SRB,M,TEN,0,0,0,3
UGA,F,SWM,0,0,0,1
USA,F,GTR,0,0,0,0
NZL,F,JUD,0,0,0,0
KEN,M,ATH,1,2,1,21
USA,M,JDP,0,0,0,0
ANG,M,VBV,0,0,0,0
MGL,F,TTE,0,0,0,1
FIN,F,ATH,0,0,0,12
CRO,M,KTE,0,0,0,1
MAR,F,SHO,0,0,0,1
EUN,F,DIV,0,0,0,0
SLO,F,ATH,0,0,0,4
MLT,M,ATH,0,0,0,0
AFG,M,TKW,0,0,0,1
CAM,M,SAL,0,0,0,0
GRE,M,GAR,0,0,0,0
JPN,F,BDM,0,0,0,0
USA,M,TTE,0,0,0,0
PRK,M,JUD,0,0,0,0
AUT,F,ARC,0,0,0,0
BLR,F,CRD,0,0,0,2
NZL,M,BOX,1,0,0,1
LUX,F,TTE,0,0,0,2
NOR,M,SAL,0,0,0,0
BRA,F,TTE,0,0,0,2
AUT,M,SAL,0,0,0,0
NED,M,SAL,0,0,0,0
PAR,F,VBV,0,0,0,0
GER,F,GTR,0,0,0,0
GUI,F,TKW,0,0,0,0
TUR,M,CRD,0,0,0,0
USA,M,SAL,0,0,0,0
ESA,F,SWM,0,0,0,2
PHI,F,SKB,0,0,0,1
SLO,F,TEN,0,0,0,0
GBR,M,SAL,0,0,0,0
TPE,F,ARC,0,0,0,7
KOR,F,SAL,0,0,0,0
ITA,F,TEN,0,0,0,0
TPE,M,GLF,1,0,0,1
LUX,F,CTR,0,0,0,0
BRA,F,CTR,0,0,0,0
IRL,F,GLF,0,0,0,0
GBR,M,PBT,0,0,0,0
EUN,F,SWM,0,0,0,0
NED,F,CSP,0,0,0,0
NOR,F,EDR,0,0,0,0
UGA,M,CTR,0,0,0,0
UAE,F,SWM,0,0,0,0
BLR,F,EVE,0,0,0,0
TJK,M,SHO,0,0,0,0
COM,M,ATH,0,0,0,1
ISL,F,SWM,0,0,0,2
GBR,M,SAL,0,0,0,0
LAT,M,TTE,0,0,0,0
SWE,F,SWA,0,0,0,0
CZE,M,SAL,0,0,0,1
UZB,M,MPN,0,0,0,1
AUS,M,SAL,0,0,0,0
SUR,M,SWM,0,0,0,2
VIE,M,CTR,0,0,0,0
USA,F,VBV,0,0,0,0
JOR,M,KTE,1,0,0,1
MEX,M,SAL,0,0,0,2
SWE,M,VBV,0,0,0,0
GBR,M,SAL,0,0,0,0
CAF,F,TKW,0,0,0,0
GHA,M,WLF,0,0,0,0
FRG,M,SHO,0,0,0,0
