Country Code,Gender,Event,bronze,silver,gold,total athletes
ISR,F,BDM,0,0,0,0
PUR,F,TTE,0,0,0,0
BOL,F,ATH,0,0,0,0
CHN,M,TRI,0,0,0,0
ISR,F,EJP,0,0,0,0
KOR,F,HBL,0,0,0,0
VEN,M,CTR,0,0,0,0
NED,M,ART,0,0,0,0
USA,F,VBV,0,0,0,0
URU,M,EVE,0,0,0,0
GBR,F,FEN,0,0,0,0
NED,M,CTR,0,0,0,15
SLO,F,GLF,0,0,0,0
MDA,M,JUD,0,0,0,0
VEN,M,ART,0,0,0,0
NOR,M,EVE,0,0,0,0
NAM,M,WRF,0,0,0,0
SRB,F,ATH,0,0,0,0
ISV,F,ATH,0,0,0,2
KEN,F,SWM,0,0,0,0
RUS,F,VBV,0,0,0,0
CPV,F,TKW,0,0,0,0
MLI,M,FBL,0,0,0,0
ESP,F,TRI,0,0,0,2
SUI,M,IHO,0,0,0,0
TCH,M,BDM,0,0,0,0
FRA,M,SAL,0,0,0,0
BEL,M,FBL,0,0,0,0
GBR,M,SAL,0,0,0,0
NOR,M,SAL,0,0,0,0
AUS,M,KTE,0,0,0,0
UKR,M,GAR,0,0,0,3
GER,F,VBV,0,0,0,0
UAR,M,DIV,0,0,0,0
SSD,M,ATH,0,0,0,0
CHN,F,BDM,0,0,0,0
ARG,M,TEN,0,0,0,1
GBR,M,FSK,0,0,0,0
UAR,M,WLF,0,0,0,0
CHN,F,TRI,0,0,0,1
TCH,F,ATH,0,0,0,0
IRL,F,EDR,0,0,0,0
FRA,M,SAL,0,0,0,0
GBR,M,SAL,0,0,0,0
NOR,F,GLF,0,0,0,0
HUN,F,TEN,0,0,0,0
USA,M,SRF,0,0,0,0
GBR,M,HOC,0,0,0,0
ESP,M,SWM,0,0,0,3
DEN,M,MPN,0,0,0,0
POL,F,MPN,0,0,0,2
VEN,M,SWM,0,0,0,3
DOM,M,JUD,0,0,0,1
NED,M,SWM,0,0,0,5
DEN,F,TRI,0,0,0,0
FRA,F,WLF,0,0,0,0
NOR,M,SAL,0,0,0,0
ITA,M,GAR,0,0,0,31
NRU,M,WLF,0,0,0,1
POR,F,EJP,0,0,0,0
KOR,M,JUD,0,0,1,3
POR,F,BDM,0,0,0,0
SKN,M,ATH,0,0,0,0
POL,F,ATH,0,0,0,18
NZL,M,SAL,0,0,0,0
FSM,M,ATH,0,0,0,0
NAM,M,BOX,0,0,0,0
HUN,M,FEN,0,0,0,9
GBR,F,FSK,0,0,0,0
TUR,M,GAR,0,0,0,0
CZE,F,TTE,0,0,0,0
ALG,M,HBL,0,0,0,0
BUL,F,SWM,0,0,0,0
POL,M,TEN,0,0,0,2
MEX,F,GLF,0,0,0,0
BLR,F,GRY,1,1,0,2
NZL,M,TRI,1,0,0,1
GUM,M,JUD,0,0,0,0
THA,M,ARC,0,0,0,0
HUN,M,TTE,0,0,0,0
ESP,F,ARC,0,0,0,0
EGY,M,KTE,0,0,0,0
USA,F,SAL,0,0,0,0
URU,F,SHO,0,0,0,0
USA,M,TEN,0,0,0,0
SWE,M,EVE,0,0,0,0
CYP,F,SAL,0,0,0,1
ZIM,M,HOC,0,0,0,0
GRE,F,FBL,0,0,0,0
BRA,M,CSL,0,0,0,0
ECU,M,EDR,0,0,0,0
BRA,M,ROW,0,0,0,2
FRG,F,CTR,0,0,0,0
FRA,M,FBL,0,0,0,0
USA,M,POL,0,0,0,0
SEN,F,SHO,0,0,0,0
TUN,F,ROW,0,0,0,0
URU,M,FBL,0,0,0,0
HAI,M,ART,0,0,0,0
BUL,F,DIV,0,0,0,0
SVK,F,TEN,0,0,0,0
CHN,F,ARC,0,1,1,2
AZE,F,ATH,0,0,0,0
RSA,M,BMX,0,0,0,0
KOR,M,TTE,0,0,0,0
ROU,M,SHO,0,0,0,3
CAN,M,ROW,2,2,7,11
ISV,M,SWM,0,0,0,1
NEP,M,WLF,0,0,0,0
CAN,M,CSL,0,1,0,8
FRG,F,TTE,0,0,0,0
DEN,F,ARC,0,0,0,0
FRA,M,EJP,0,0,0,0
ECU,F,SWM,0,0,0,0
BUL,M,BDM,0,0,0,0
TTO,M,ATH,0,0,1,5
CZE,F,CTR,0,0,0,2
CHI,M,JUD,0,0,0,0
FRG,M,TTE,0,0,0,0
AUS,F,SWA,0,0,0,0
SUI,M,JUD,1,0,0,1
EUN,M,FEN,0,0,0,0
AFG,M,SWM,0,0,0,0
GBR,M,LAX,0,0,0,0
CZE,F,TEN,0,0,0,0
EUN,M,TTE,0,0,0,0
UAE,M,EJP,0,0,0,0
BLR,F,FEN,0,0,0,0
TUR,F,VVO,0,0,0,0
CHN,M,WPO,0,0,0,0
MNE,F,HBL,0,0,0,0
AUS,M,SAL,0,0,0,0
COL,M,ATH,0,0,0,3
NED,M,MTB,0,0,0,0
TPE,F,TTE,0,0,0,0
ROU,M,SAL,0,0,0,0
BEL,M,EVE,0,0,0,2
DOM,M,EJP,0,0,0,0
VIE,M,TKW,0,0,0,1
MOZ,F,ATH,0,0,0,1
KAZ,F,ATH,0,0,0,5
PUR,M,VBV,0,0,0,0
ESP,F,CSL,0,0,0,5
SLE,M,WLF,0,0,0,0
VNM,M,ATH,0,0,0,0
BEN,M,BOX,0,0,0,0
UKR,M,ARC,0,0,1,4
SVK,M,FBL,0,0,0,0
AUT,F,EJP,0,0,0,0
FIJ,M,ARC,0,0,0,0
JAM,F,EVE,0,0,0,0
ESP,M,MTB,0,0,0,0
USA,M,BK3,0,0,0,0
AUT,F,BDM,0,0,0,0
IRQ,F,ARC,0,0,0,0
USA,F,BKG,0,0,0,0
LAT,M,VBV,0,0,0,0
TUR,M,BOX,0,0,0,0
NOR,M,FBL,0,0,0,0
HKG,M,SWM,0,0,0,0
CHN,F,CSL,0,0,0,4
NZL,F,CLB,0,0,0,0
KIR,M,WLF,0,0,0,0
TPE,F,EJP,0,0,0,0
ARM,M,GAR,0,0,0,0
ISV,M,CTR,0,0,0,0
TPE,F,BDM,0,0,0,3
EGY,F,MPN,0,0,0,1
VEN,F,SBL,0,0,0,0
UZB,F,CSP,0,0,0,0
GRE,M,TEN,0,0,0,0
LIE,M,GAR,0,0,0,0
CZE,F,CRD,0,0,0,0
HAI,M,SWM,0,0,0,0
RUS,M,TEN,0,0,0,1
FRA,M,IHO,0,0,0,0
DEN,F,CSL,0,0,0,0
FIJ,F,ATH,0,0,0,1
IRL,F,MPN,0,0,0,0
UAR,M,ROW,0,0,0,0
JPN,F,SHO,0,0,0,3
GER,F,SAL,0,0,0,2
MAS,M,BOX,0,0,0,0
CRO,F,JUD,0,0,0,0
ITA,M,ARC,0,2,0,4
TUR,F,FEN,0,0,0,0
AHO,F,ATH,0,0,0,0
POL,F,EDR,0,0,0,0
GBR,M,SAL,0,0,0,0
JPN,F,JUD,1,1,2,4
BRA,F,ROW,0,0,0,1
PHI,F,EVE,0,0,0,0
ANG,M,SAL,0,0,0,0
CRO,F,SHO,0,0,0,0
GER,M,SAL,0,0,0,0
YUG,M,ROW,0,0,0,0
GBR,M,SKB,0,0,0,0
GRE,M,FBL,0,0,0,0
YUG,M,CSL,0,0,0,0
RSA,M,MPN,0,0,0,0
SEN,M,BKB,0,0,0,0
TUR,M,SAL,0,0,0,0
ITA,M,TEN,0,0,0,0
POR,M,SHO,0,0,0,3
LAT,M,MTB,0,0,0,0
GER,M,BKB,0,0,0,0
PLW,M,WRF,0,0,0,0
BRN,M,BOX,0,0,0,0
AUT,M,FBL,0,0,0,0
SWE,F,CSL,0,0,0,1
AUS,F,EJP,0,0,0,0
LCA,F,SAL,0,0,0,0
AUS,F,BDM,0,0,0,0
GER,M,TKW,0,0,0,0
MAD,M,ATH,0,0,0,1
NCA,F,SWM,0,0,0,0
MDV,M,BDM,0,0,0,0
GBR,M,OWS,0,0,0,0
VIE,F,ROW,0,0,0,0
LAT,F,CSL,0,0,0,0
CAN,M,SAL,0,0,0,0
SEN,M,TKW,0,0,0,0
BOL,M,TEN,0,0,0,0
FRA,F,SAL,0,0,0,3
THA,M,ATH,0,0,0,1
BUL,M,WPO,0,0,0,0
CZE,M,VBV,0,0,0,0
NOR,F,WRF,0,0,0,0
CRC,M,SWM,0,0,0,0
FRA,M,BOX,0,1,0,3
SLO,M,SWM,0,0,0,3
BHU,M,SWM,0,0,0,0
LBN,M,TEN,0,0,0,0
ESP,M,VBV,0,0,0,0
SWE,M,SAL,2,0,0,3
MEX,M,VBV,0,0,0,0
KUW,M,TKW,0,0,0,0
RSA,F,ATH,0,0,0,2
SWE,M,SAL,0,0,0,0
ITA,M,ATH,0,0,0,9
USA,M,SWM,0,0,0,0
TPE,M,CRD,0,0,0,0
IRI,M,VVO,0,0,0,0
CHN,M,BDM,0,0,1,2
DOM,F,JUD,0,0,0,0
KOR,M,BOX,1,0,0,2
KOR,F,MPN,0,0,0,0
AUT,F,SWA,0,0,0,0
DOM,M,BOX,0,0,1,2
GBR,F,SAL,0,0,0,0
CMR,F,TTE,0,0,0,0
MDA,M,WLF,0,0,0,2
CHI,M,WRF,0,0,0,0
SUI,M,WRF,0,0,0,0
MNE,F,ATH,0,0,0,0
DEN,M,SAL,0,0,0,0
SEN,F,JUD,0,0,0,1
SWE,M,SHO,0,0,0,1
USA,M,FBL,0,0,0,0
KAZ,F,HBL,0,0,0,0
CZE,M,FEN,0,0,0,0
KAZ,M,CRD,0,0,0,0
FRA,M,SAL,0,0,0,0
FIN,F,WRF,0,0,0,0
SWE,F,ARC,0,0,0,0
FIJ,M,ATH,0,0,0,0
FRG,M,MPN,0,0,0,0
ANG,M,SHO,0,0,0,0
TCH,M,CSL,0,0,0,0
UKR,M,ATH,1,0,0,8
GUA,M,MPN,0,0,0,0
GUM,M,WRF,0,0,0,0
SLO,M,CTR,0,0,0,1
COL,M,ARC,0,0,0,0
CRC,M,CTR,0,0,0,0
SEY,M,SAL,0,0,0,1
PER,M,MPN,0,0,0,0
URS,M,ROW,0,0,0,3
NED,F,GAR,0,0,0,4
POR,M,SAL,0,0,0,5
FRA,F,BKG,0,0,0,0
RUS,M,CSL,0,1,1,4
CHA,F,ARC,0,0,0,0
SWE,M,SAL,0,0,0,0
GER,M,SAL,0,0,0,0
RSA,M,BMF,0,0,0,0
KOR,M,WRF,0,0,0,3
ITA,M,GLF,0,0,0,0
GBR,F,SKB,0,0,0,0
DOM,M,WRF,0,0,0,0
LES,M,BOX,0,0,0,0
CRO,M,TEN,0,0,0,0
NOR,F,VBV,0,0,0,2
COL,F,TTE,0,0,0,0
SUI,M,BOX,0,0,0,0
BAH,M,SAL,0,0,0,0
CHI,M,BOX,0,0,0,0
GRE,M,GTR,0,0,0,0
POL,M,CSL,0,0,0,0
EUN,F,FEN,0,0,0,0
JPN,M,SAL,0,0,0,0
UZB,M,SHO,0,0,0,2
ECU,F,EVE,0,0,0,0
DOM,F,TEN,0,0,0,0
HUN,M,BKB,0,0,0,0
BEL,M,POL,0,0,0,0
FRA,F,VBV,0,0,0,0
CIV,F,HBL,0,0,0,0
ASA,M,SWM,0,0,0,0
CUB,M,SAL,0,0,0,0
YUG,M,DIV,0,0,0,0
FIN,M,BDM,0,0,0,0
LAT,M,SWM,0,0,0,4
HUN,M,TKW,0,0,0,0
VAN,M,ATH,0,0,0,1
SWE,F,TRI,0,0,0,0
YUG,M,WLF,0,0,0,0
EUN,F,GRY,0,0,0,0
ISR,F,SWA,0,0,0,2
BUL,F,EVE,0,0,0,0
EUN,F,VVO,0,0,0,0
EUN,M,BKB,0,0,0,0
NIG,M,ROW,0,0,0,0
GER,F,WLF,0,0,0,0
CAN,F,GAR,0,0,0,0
CAN,M,BDM,0,0,0,0
NGR,M,FBL,0,0,0,0
COD,M,ATH,0,0,0,0
GUM,M,BOX,0,0,0,0
EST,M,SAL,0,0,0,0
IRL,M,TEN,0,0,0,0
MHL,F,SWM,0,0,0,0
COL,F,CTR,0,0,0,2
SYR,M,CTR,0,0,0,0
TUR,M,ATH,0,0,0,0
AUT,M,EVE,0,0,0,1
POL,F,MTB,0,0,0,0
IRI,M,SHO,0,0,0,0
MAS,M,JUD,0,0,0,0
THA,F,SKB,0,0,0,0
EOR,F,SHO,0,0,0,0
GER,M,EVE,0,0,0,0
MDA,M,WRF,0,0,0,0
ITA,F,CSP,0,0,0,0
USA,M,EVE,0,0,1,3
HKG,F,BDM,0,0,0,0
TCH,M,WPO,0,0,0,0
COL,F,BMX,0,0,0,0
HKG,F,FEN,0,0,0,1
GER,F,TTE,0,0,0,0
HUN,F,WRF,0,0,0,0
RSA,F,MPN,0,0,0,0
URS,M,DIV,3,1,0,6
BAR,F,ATH,0,0,0,0
RSA,M,VBV,0,0,0,0
SWE,M,VVO,0,0,0,0
BEL,M,BK3,0,0,0,0
LIE,M,ATH,0,0,0,0
MEX,F,WRF,0,0,0,0
USA,F,WLF,0,0,0,1
JPN,F,RU7,0,0,0,0
AUS,F,BKB,0,6,0,6
UKR,F,CSP,0,0,0,0
RUS,M,WLF,1,1,0,3
CAY,F,SWM,0,0,0,0
IVB,M,SAL,0,0,0,0
ESP,F,BOX,0,0,0,0
JPN,F,TEN,0,0,0,2
VIN,F,SWM,0,0,0,0
RUS,M,SAL,0,0,0,0
JAM,F,DIV,0,0,0,0
ARM,M,ATH,0,0,0,0
BRA,F,VBV,0,0,0,1
ARU,F,SWM,0,0,0,0
GBR,F,ART,0,0,0,0
BRN,M,WRF,0,0,0,0
TUR,M,JUD,0,0,0,0
VIE,M,TTE,0,0,0,1
MDA,M,CSL,0,0,0,0
VIE,M,FEN,0,0,0,0
BEN,M,JUD,0,0,0,0
ISV,F,SWM,0,0,0,0
URS,F,HOC,0,0,0,0
CUB,F,CSP,0,0,0,0
LAT,M,ART,0,0,0,0
HAI,F,SWM,0,0,0,0
MYA,F,WLF,0,0,0,0
LAT,M,CTR,0,0,0,3
CHN,F,BOX,0,0,0,0
UGA,M,TTE,0,0,0,0
COL,M,GAR,0,0,0,6
SYR,M,SWM,0,0,0,0
GBR,F,FSK,0,0,0,0
SGP,F,BDM,0,0,0,1
NZL,M,BDM,0,0,0,0
CZE,M,MPN,0,0,0,1
FRA,M,WRF,0,0,0,3
GBR,M,ROW,0,0,0,0
BDI,F,BOX,0,0,0,0
TCH,F,HBL,0,0,0,0
THA,M,GLF,0,0,0,0
FRA,M,SAL,0,0,0,0
JAM,F,SWM,0,0,0,1
MEX,M,MPN,0,0,0,0
CZE,F,SWM,0,0,0,0
CRC,F,ATH,0,0,0,0
SGP,M,HOC,0,0,0,0
BRA,M,WRF,0,0,0,0
CUB,M,GAR,0,0,0,0
RSA,M,TEN,0,0,0,0
ECU,M,CTR,0,0,0,0
TUR,F,MPN,0,0,0,0
CUB,F,TKW,0,0,0,0
EOR,F,JUD,0,0,0,0
LTU,M,SWM,0,0,0,7
USA,M,GAR,0,0,0,0
ARG,M,SAL,0,0,0,0
ESP,M,HBL,7,0,0,7
MAS,M,WLF,0,0,0,0
MEX,F,CRD,0,0,0,0
IRL,F,FEN,0,0,0,0
GER,F,BKB,0,0,0,0
MAS,M,DIV,0,0,0,1
ROU,F,CSL,0,0,0,0
SWZ,F,SWM,0,0,0,0
EUN,F,HBL,0,0,0,0
EGY,F,FEN,0,0,0,2
CIV,F,SWM,0,0,0,0
CHI,F,DIV,0,0,0,0
EST,M,BDM,0,0,0,0
VEN,F,GAR,0,0,0,0
RUS,M,JUD,0,0,0,1
PER,F,VVO,0,0,0,0
EGY,F,GRY,0,0,0,0
UZB,M,FBL,0,0,0,0
PER,F,FEN,0,0,0,0
IVB,F,SWM,0,0,0,0
LAO,M,JUD,0,0,0,0
CAN,F,SRF,0,0,0,0
CIV,F,FEN,0,0,0,0
ITA,F,TKW,0,0,0,0
TUR,M,DIV,0,0,0,0
BOL,M,ATH,0,0,0,1
PHI,M,FEN,0,0,0,0
NOR,M,ROW,0,0,0,0
TUR,M,WLF,0,0,0,4
ANZ,M,SWM,0,0,0,0
GBR,F,ATH,1,0,1,14
COD,F,BKB,0,0,0,0
MEX,F,EVE,0,0,0,0
CZE,M,CSP,0,0,0,0
POR,M,EVE,0,0,0,1
ISR,F,SAL,0,0,0,2
JPN,F,WPO,0,0,0,0
HUN,F,EVE,0,0,0,0
CAN,M,WRF,0,0,0,0
THA,M,TEN,0,0,0,0
TUV,M,ATH,0,0,0,0
IRI,F,ATH,0,0,0,0
SOL,M,ATH,0,0,0,1
POR,F,BKG,0,0,0,0
GBR,M,ROW,0,0,0,0
UKR,F,TKW,0,0,0,0
CHI,F,SWM,0,0,0,2
CUB,F,VBV,0,0,0,0
HON,F,ATH,0,0,0,0
SLE,M,BOX,0,0,0,0
POL,M,ARC,0,0,0,2
LIB,M,ATH,0,0,0,0
FRA,M,SAL,0,0,0,0
CIV,M,ATH,0,0,0,0
BLR,F,MPN,0,0,0,0
LIB,F,SHO,0,0,0,0
TCH,F,GRY,0,0,0,0
ITA,M,TEN,0,0,0,0
SVK,F,TEN,0,0,0,3
BUL,F,WRF,0,1,0,1
CAN,F,EVE,0,0,0,0
ECU,M,SWM,0,0,0,0
COL,F,BMF,0,0,0,0
TCH,F,VVO,0,0,0,0
LTU,M,CTR,0,0,0,1
GBR,F,EDR,0,0,0,0
GRE,M,ARC,0,0,0,0
ROU,F,ARC,0,0,0,0
ISV,F,FEN,0,0,0,0
BLR,M,BDM,0,0,0,0
GRE,M,ROW,0,0,0,0
FRA,M,SAL,0,0,0,0
NEP,M,BOX,0,0,0,0
CZE,F,GLF,0,0,0,0
AUS,M,SAL,0,0,0,0
ARG,M,GAR,0,0,0,0
GUM,F,ATH,0,0,0,0
MGL,M,ARC,0,0,0,0
JOR,F,SHO,0,0,0,0
KSA,F,TKW,0,0,0,0
THA,F,ATH,0,0,0,2
USA,F,BKB,0,0,7,7
UKR,M,TEN,0,0,0,0
USA,M,VVO,0,0,7,7
AUS,F,WLF,0,0,0,1
INA,M,BDM,0,0,0,0
TPE,M,KTE,0,0,0,0
TUN,F,TEN,0,0,0,1
UAR,M,WRF,0,0,0,0
MRI,F,CTR,0,0,0,0
SRB,F,VVO,0,0,0,0
YUG,M,JUD,0,0,0,0
TCH,F,FEN,0,0,0,0
AUT,F,VBV,0,0,0,0
IND,F,GAR,0,0,0,0
SWE,M,EVE,0,1,0,9
POR,F,SAL,0,0,0,0
KAZ,M,KTE,0,0,0,0
ROC,F,OWS,0,0,0,0
QAT,F,TTE,0,0,0,0
MHL,M,SWM,0,0,0,0
SWE,F,TEN,0,0,0,0
YEM,M,GAR,0,0,0,0
IRI,M,FBL,0,0,0,0
IRL,M,GLF,0,0,0,0
ECU,F,WRF,0,0,0,0
ARU,M,ATH,0,0,0,0
CAN,F,TTE,0,0,0,0
TUR,M,ROW,0,0,0,0
CHN,F,GTR,0,0,0,1
AZE,F,GRY,0,0,0,0
MDA,M,JUD,0,0,0,0
CUB,M,ARC,0,0,0,1
POL,F,BDM,0,0,0,0
USA,M,SAL,0,0,0,4
FIN,F,EVE,0,0,0,1
USA,M,FBL,0,0,0,0
GRE,M,SAL,0,0,0,0
USA,M,GLF,0,0,0,0
CRO,M,ATH,0,0,0,3
BEN,M,ROW,0,0,0,0
SAM,F,ARC,0,0,0,0
FRA,F,CQT,0,0,0,0
POL,F,FEN,0,0,0,6
KGZ,F,JUD,0,0,0,0
GRE,M,SAL,0,0,0,0
AZE,M,GAR,0,0,0,0
IND,M,BKB,0,0,0,0
RSA,F,SKB,0,0,0,0
USA,F,EJP,0,0,0,0
AUT,M,SHO,0,0,0,6
USA,F,BDM,0,0,0,0
DJI,F,ATH,0,0,0,0
JPN,M,TKW,0,0,0,0
GEO,F,DIV,0,0,0,0
MON,M,TKW,0,0,0,0
MYA,F,BDM,0,0,0,0
MAS,M,CSL,0,0,0,0
JPN,M,BKB,0,0,0,0
NED,M,EDR,0,0,0,0
LBR,M,BOX,0,0,0,0
POL,F,GRY,0,0,0,0
CAF,M,ATH,0,0,0,0
MDV,F,TTE,0,0,0,0
CAY,M,CTR,0,0,0,0
FRA,F,SWA,0,0,0,0
ESP,F,GTR,0,0,0,0
USA,M,SAL,0,0,0,0
KOR,M,BKG,0,0,0,0
GDR,M,GAR,0,0,0,0
ITA,M,SAL,0,0,0,0
COL,M,GTR,0,0,0,0
POL,F,VVO,0,0,0,0
BLR,F,ATH,1,1,0,18
UAR,M,BOX,0,0,0,0
POR,M,FBL,0,0,0,0
KOR,F,CSL,0,0,0,0
BRN,F,SWM,0,0,0,1
ALG,M,CTR,0,0,0,0
MAS,F,ARC,0,0,0,0
BOH,F,TEN,0,0,0,0
JOR,M,ATH,0,0,0,1
VEN,M,SAL,0,0,0,0
SLO,F,CRD,0,0,0,0
TUN,F,JUD,0,0,0,0
OMA,F,SHO,0,0,0,0
AZE,F,FEN,0,0,0,0
ITA,M,ROW,0,0,0,0
POL,M,GAR,0,0,1,2
FIN,F,FSK,0,0,0,0
USA,F,SAL,0,0,0,0
SGP,F,WLF,0,0,0,0
BOH,M,SHO,0,0,0,0
SRI,M,SAL,0,0,0,0
GEO,F,SWM,0,0,0,0
ALG,F,TTE,0,0,0,0
FIN,F,CRD,0,0,0,0
FIN,M,SAL,0,0,0,0
IRL,M,ATH,0,0,0,4
ESP,M,EDR,0,0,0,0
PNG,M,SWM,0,0,0,3
GBR,F,MPN,0,0,0,0
GBR,M,BDM,0,0,0,0
BRA,M,BOX,0,0,0,2
CPV,F,JUD,0,0,0,0
YUG,F,TEN,0,0,0,0
BEL,F,GAR,0,0,0,0
IOA,M,SHO,0,0,0,0
TUR,F,SWM,0,0,0,0
VIE,F,SHO,0,0,0,0
SAM,F,CSL,0,0,0,0
ESP,M,BSB,0,0,0,0
NOR,F,EVE,0,0,0,0
NED,M,BSB,0,0,0,11
NIG,M,JUD,0,0,0,0
GRE,M,GAR,0,0,0,3
RHO,M,SHO,0,0,0,0
SRI,M,SHO,0,0,0,0
RSA,M,CSP,0,0,0,0
POR,F,VBV,0,0,0,0
KGZ,M,FEN,0,0,0,0
ARM,M,TEN,0,0,0,0
SRB,M,CRD,0,0,0,0
DEN,M,HOC,0,0,0,0
ROC,F,BK3,0,0,0,0
AUT,F,SAL,0,0,0,0
KAZ,F,FEN,0,0,0,0
KAZ,F,VVO,0,0,0,0
ALG,M,SWM,0,0,0,4
MKD,M,SHO,0,0,0,0
IRI,M,EVE,0,0,0,0
CAY,M,SWM,0,0,0,3
ASA,F,ATH,0,0,0,0
POR,M,SAL,0,0,0,0
MGL,M,GAR,0,0,0,0
ARG,M,ARC,0,0,0,0
BRA,F,SHO,0,0,0,0
LUX,F,SHO,0,0,0,0
NOR,F,CRD,0,0,0,0
KAZ,F,GRY,0,0,0,1
KOR,F,ARC,0,1,1,2
USA,M,SHO,1,1,1,10
SWE,M,FBL,0,0,0,0
TUR,F,ATH,0,1,0,2
SGP,F,TTE,0,0,0,0
AHO,F,FEN,0,0,0,0
NOR,F,FSK,0,0,0,0
CHN,M,TTE,0,0,0,0
ANG,F,BKB,0,0,0,0
AUT,M,SAL,0,0,0,6
RSA,F,ART,0,0,0,0
SWE,F,FBL,0,0,0,6
CAN,M,BOX,0,0,0,1
SUD,M,SWM,0,0,0,0
CHN,F,VBV,0,0,0,0
GER,F,EJP,0,0,0,0
MGL,F,SHO,0,1,0,4
GER,F,BDM,0,0,0,2
FIN,M,BOX,0,0,0,0
JPN,M,HBL,0,0,0,0
ALG,F,SHO,0,0,0,0
BUR,M,BOX,0,0,0,0
BIH,M,SHO,0,0,0,3
FRG,M,VVO,0,0,0,0
SAM,F,SAL,0,0,0,0
PNG,F,SWM,0,0,0,0
IRI,M,CLB,0,0,0,0
GBR,M,CTR,0,0,0,0
GBR,M,SAL,0,0,0,0
ESP,F,BDM,0,0,0,0
GRE,M,SAL,0,0,0,0
GEO,M,CSL,0,0,0,0
IRQ,M,SHO,0,0,0,0
MEX,M,SHO,0,0,0,1
NOR,F,ATH,0,1,0,1
HAI,M,TKW,0,0,0,0
HAI,F,FEN,0,0,0,0
AUT,F,CSL,1,0,0,1
AUS,M,VBV,0,0,0,0
HUN,F,MPN,0,0,0,1
CZE,M,SHO,0,0,1,4
BRA,F,BMX,0,0,0,0
MEX,F,MPN,0,0,0,0
CYP,M,GAR,0,0,0,0
UGA,M,SWM,0,0,0,0
AUS,F,TTE,0,0,0,0
CHN,M,WRF,0,0,0,1
TPE,F,CSL,0,0,0,0
EGY,M,GTR,0,0,0,0
CHN,F,BDM,0,0,1,1
MAS,F,SAL,0,0,0,0
HKG,M,TKW,0,0,0,0
FRA,F,FBL,0,0,0,0
KOS,F,BOX,0,0,0,0
BUL,M,JUD,0,0,0,0
TCH,M,IHO,0,0,0,0
SUI,M,BDM,0,0,0,0
COK,F,SWM,0,0,0,0
FRA,M,SAL,0,0,0,0
QAT,M,ARC,0,0,0,0
BEL,F,TKW,0,0,0,0
GBR,M,FSK,0,0,0,0
DEN,F,BDM,0,0,0,1
VIE,M,SWM,0,0,0,1
HKG,F,SWM,0,0,0,5
GER,M,TTE,0,0,0,0
POR,F,TRI,0,1,0,1
TLS,M,SWM,0,0,0,0
POR,M,VBV,0,0,0,0
FIN,F,EDR,0,0,0,0
SUR,M,CTR,0,0,0,0
CZE,M,MTB,0,0,0,0
PAK,M,WRF,0,0,0,0
GBR,F,PBT,0,0,0,0
SRB,M,TEN,0,0,0,0
UGA,F,SWM,0,0,0,0
USA,F,GTR,0,0,0,0
NZL,F,JUD,0,0,0,0
KEN,M,ATH,0,1,2,6
USA,M,JDP,0,0,0,0
ANG,M,VBV,0,0,0,0
MGL,F,TTE,0,0,0,0
FIN,F,ATH,0,0,0,1
CRO,M,KTE,0,0,0,0
MAR,F,SHO,0,0,0,0
EUN,F,DIV,0,0,0,0
SLO,F,ATH,0,0,0,1
MLT,M,ATH,0,0,0,0
AFG,M,TKW,0,0,0,0
CAM,M,SAL,0,0,0,0
GRE,M,GAR,0,0,0,0
JPN,F,BDM,0,0,0,0
USA,M,TTE,0,0,0,0
PRK,M,JUD,0,0,0,0
AUT,F,ARC,0,0,0,0
BLR,F,CRD,0,0,0,0
NZL,M,BOX,0,0,0,0
LUX,F,TTE,0,0,0,1
NOR,M,SAL,0,0,0,0
BRA,F,TTE,0,0,0,1
AUT,M,SAL,0,0,0,0
NED,M,SAL,0,0,0,0
PAR,F,VBV,0,0,0,0
GER,F,GTR,0,0,0,1
GUI,F,TKW,0,0,0,0
TUR,M,CRD,0,0,0,0
USA,M,SAL,0,0,0,0
ESA,F,SWM,0,0,0,2
PHI,F,SKB,0,0,0,0
SLO,F,TEN,0,0,0,0
GBR,M,SAL,0,0,0,0
TPE,F,ARC,0,0,0,4
KOR,F,SAL,0,0,0,0
ITA,F,TEN,0,0,0,0
TPE,M,GLF,0,0,0,0
LUX,F,CTR,0,0,0,0
BRA,F,CTR,0,0,0,1
IRL,F,GLF,0,0,0,0
GBR,M,PBT,0,0,0,0
EUN,F,SWM,0,0,0,0
NED,F,CSP,0,0,0,0
NOR,F,EDR,0,0,0,0
UGA,M,CTR,0,0,0,0
UAE,F,SWM,0,0,0,0
BLR,F,EVE,0,0,0,1
TJK,M,SHO,0,0,0,2
COM,M,ATH,0,0,0,0
ISL,F,SWM,0,0,0,2
GBR,M,SAL,0,0,0,0
LAT,M,TTE,0,0,0,0
SWE,F,SWA,0,0,0,0
CZE,M,SAL,0,0,0,2
UZB,M,MPN,0,0,0,0
AUS,M,SAL,0,0,0,0
SUR,M,SWM,0,0,0,1
VIE,M,CTR,0,0,0,0
USA,F,VBV,0,0,2,2
JOR,M,KTE,0,0,0,0
MEX,M,SAL,0,0,0,1
SWE,M,VBV,0,0,0,0
GBR,M,SAL,0,0,0,0
CAF,F,TKW,0,0,0,0
GHA,M,WLF,0,0,0,0
FRG,M,SHO,0,0,0,0
